weather_id,airport_id,observation_ts,report_type,temperature_c,wind_speed_kt,visibility_m,precipitation_mm,altimeter_hpa
WX-00000254,AP-0006,2026-07-23T04:27:59,SPECIAL,,9.4,9692.0,0.0,1012.6
WX-00000255,AP-0006,2026-07-23T05:27:59,ROUTINE,37.9,6.4,9693.0,0.5,1018.1
WX-00000256,AP-0006,2026-07-23T06:27:59,ROUTINE,34.0,3.4,9789.0,0.0,1016.5
WX-00000257,AP-0006,2026-07-23T07:27:59,ROUTINE,33.7,14.4,9675.0,0.0,1021.3
WX-00000258,AP-0006,2026-07-23T08:27:59,ROUTINE,33.8,12.8,9668.0,0.0,1008.4
WX-00000259,AP-0006,2026-07-23T09:27:59,ROUTINE,37.1,14.2,9882.0,0.0,1019.3
WX-00000260,AP-0006,2026-07-23T10:27:59,ROUTINE,32.5,5.7,9939.0,0.0,1011.6
WX-00000261,AP-0006,2026-07-23T11:27:59,ROUTINE,33.8,10.5,2930.0,1.4,
WX-00000262,AP-0006,2026-07-23T12:27:59,ROUTINE,34.7,18.1,9435.0,0.0,1016.0
WX-00000263,AP-0006,2026-07-23T13:27:59,ROUTINE,31.9,1.7,9438.0,0.0,1009.2
WX-00000264,AP-0006,2026-07-23T14:27:59,ROUTINE,31.7,6.2,8904.0,0.0,1021.5
WX-00000265,AP-0006,2026-07-23T15:27:59,ROUTINE,34.9,13.1,9449.0,0.0,1008.8
WX-00000266,AP-0006,2026-07-23T16:27:59,ROUTINE,34.7,,10000.0,0.0,1008.6
WX-00000267,AP-0006,2026-07-23T17:27:59,ROUTINE,33.6,13.1,9932.0,0.0,1015.3
WX-00000268,AP-0006,2026-07-23T18:27:59,ROUTINE,32.0,2.9,9724.0,0.0,1021.4
WX-00000269,AP-0006,2026-07-23T19:27:59,ROUTINE,38.2,8.8,9610.0,0.0,1012.8
WX-00000270,AP-0006,2026-07-23T20:27:59,ROUTINE,35.3,1.3,9775.0,0.0,1017.5
WX-00000271,AP-0006,2026-07-23T21:27:59,ROUTINE,34.5,14.6,9448.0,0.0,1011.8
WX-00000272,AP-0006,2026-07-23T22:27:59,ROUTINE,35.6,8.1,9252.0,0.0,1018.8
WX-00000273,AP-0006,2026-07-23T23:27:59,ROUTINE,37.4,3.9,9735.0,0.0,1006.8
WX-00000274,AP-0006,2026-07-24T00:27:59,ROUTINE,34.9,14.7,829.0,0.0,1010.0
WX-00000275,AP-0006,2026-07-24T01:27:59,ROUTINE,36.2,14.2,9988.0,0.0,999.5
WX-00000276,AP-0006,2026-07-24T02:27:59,SPECIAL,32.5,7.6,10000.0,0.0,1017.9
WX-00000277,AP-0006,2026-07-24T03:27:59,ROUTINE,34.7,10.8,9942.0,0.0,1005.5
WX-00000278,AP-0006,2026-07-24T04:27:59,ROUTINE,32.7,6.4,10000.0,0.0,1005.7
WX-00000279,AP-0006,2026-07-24T05:27:59,ROUTINE,35.2,6.5,2122.0,0.0,1019.3
WX-00000280,AP-0006,2026-07-24T06:27:59,ROUTINE,35.8,2.7,9606.0,1.8,1009.5
WX-00000281,AP-0006,2026-07-24T07:27:59,ROUTINE,35.0,7.0,9994.0,0.0,1023.5
WX-00000282,AP-0006,2026-07-24T08:27:59,ROUTINE,35.6,1.5,10000.0,0.0,1014.8
WX-00000283,AP-0006,2026-07-24T09:27:59,ROUTINE,31.4,13.2,9964.0,0.0,1008.1
WX-00000284,AP-0006,2026-07-24T10:27:59,ROUTINE,34.5,6.1,9523.0,0.0,1027.4
WX-00000285,AP-0006,2026-07-24T11:27:59,ROUTINE,34.8,36.2,9669.0,0.0,1012.4
WX-00000286,AP-0006,2026-07-24T12:27:59,ROUTINE,32.5,3.8,2848.0,0.0,1020.1
WX-00000287,AP-0006,2026-07-24T13:27:59,SPECIAL,36.8,6.2,10000.0,0.0,1017.1
WX-00000288,AP-0006,2026-07-24T14:27:59,ROUTINE,36.5,18.3,9987.0,0.0,1011.5
WX-00000289,AP-0007,2026-07-22T15:27:59,ROUTINE,36.4,6.7,2620.0,0.0,1004.8
WX-00000290,AP-0007,2026-07-22T16:27:59,ROUTINE,33.9,3.4,9277.0,0.0,1009.4
WX-00000291,AP-0007,2026-07-22T17:27:59,ROUTINE,32.7,8.1,10000.0,0.0,1016.1
WX-00000292,AP-0007,2026-07-22T18:27:59,ROUTINE,36.5,13.2,9771.0,0.0,1011.7
WX-00000293,AP-0007,2026-07-22T19:27:59,SPECIAL,35.2,18.5,9849.0,0.0,1010.0
WX-00000294,AP-0007,2026-07-22T20:27:59,ROUTINE,36.0,17.7,9661.0,0.0,1003.9
WX-00000295,AP-0007,2026-07-22T21:27:59,ROUTINE,30.4,8.3,9605.0,0.0,1020.3
WX-00000296,AP-0007,2026-07-22T22:27:59,ROUTINE,35.5,5.9,10000.0,0.0,1013.3
WX-00000297,AP-0007,2026-07-22T23:27:59,ROUTINE,31.5,26.0,9917.0,0.0,1011.7
WX-00000298,AP-0007,2026-07-23T00:27:59,ROUTINE,38.3,8.8,9597.0,0.0,1013.7
WX-00000299,AP-0007,2026-07-23T01:27:59,ROUTINE,34.0,7.4,9097.0,0.8,1008.3
WX-00000300,AP-0007,2026-07-23T02:27:59,ROUTINE,34.2,2.6,9494.0,0.0,1013.1
WX-00000301,AP-0007,2026-07-23T03:27:59,ROUTINE,32.8,28.0,8968.0,0.0,1007.4
WX-00000302,AP-0007,2026-07-23T04:27:59,ROUTINE,34.1,11.1,9543.0,0.0,1013.5
WX-00000303,AP-0007,2026-07-23T05:27:59,ROUTINE,35.6,1.0,9488.0,0.0,1003.6
WX-00000304,AP-0007,2026-07-23T06:27:59,ROUTINE,32.4,1.5,9813.0,0.0,999.8
WX-00000305,AP-0007,2026-07-23T07:27:59,ROUTINE,34.3,15.1,9712.0,0.0,1026.1
WX-00000306,AP-0007,2026-07-23T08:27:59,SPECIAL,32.6,15.6,533.0,0.0,1002.6
WX-00000307,AP-0007,2026-07-23T09:27:59,ROUTINE,31.4,4.2,9561.0,0.0,1006.0
WX-00000308,AP-0007,2026-07-23T10:27:59,ROUTINE,35.5,10.5,9989.0,0.0,1015.9
WX-00000309,AP-0007,2026-07-23T11:27:59,ROUTINE,34.2,7.3,9445.0,0.0,1017.7
WX-00000310,AP-0007,2026-07-23T12:27:59,ROUTINE,36.6,9.2,9912.0,0.0,1011.7
WX-00000311,AP-0007,2026-07-23T13:27:59,ROUTINE,29.7,0.5,9395.0,0.0,1018.4
WX-00000312,AP-0007,2026-07-23T14:27:59,ROUTINE,33.7,5.9,9899.0,0.0,1019.9
WX-00000313,AP-0007,2026-07-23T15:27:59,ROUTINE,35.5,10.5,10000.0,0.0,1001.6
WX-00000314,AP-0007,2026-07-23T16:27:59,ROUTINE,32.6,3.1,9265.0,0.0,1002.0
WX-00000315,AP-0007,2026-07-23T17:27:59,SPECIAL,31.0,3.0,10000.0,0.0,999.9
WX-00000316,AP-0007,2026-07-23T18:27:59,ROUTINE,33.5,16.3,9204.0,0.0,1003.1
WX-00000317,AP-0007,2026-07-23T19:27:59,ROUTINE,36.5,25.9,10000.0,1.3,1017.4
WX-00000318,AP-0007,2026-07-23T20:27:59,ROUTINE,32.0,16.1,9258.0,5.8,1020.0
WX-00000319,AP-0007,2026-07-23T21:27:59,ROUTINE,33.7,10.0,9596.0,0.0,1013.2
WX-00000320,AP-0007,2026-07-23T22:27:59,ROUTINE,31.9,0.8,9639.0,,1010.9
WX-00000321,AP-0007,2026-07-23T23:27:59,ROUTINE,35.9,5.2,10000.0,0.0,1009.2
WX-00000322,AP-0007,2026-07-24T00:27:59,ROUTINE,34.2,14.9,10000.0,0.0,1012.0
WX-00000323,AP-0007,2026-07-24T01:27:59,ROUTINE,31.2,10.3,9205.0,0.0,1009.9
WX-00000324,AP-0007,2026-07-24T02:27:59,ROUTINE,35.4,3.2,9541.0,0.0,1009.4
WX-00000325,AP-0007,2026-07-24T03:27:59,ROUTINE,36.0,6.0,9550.0,0.0,1016.5
WX-00000326,AP-0007,2026-07-24T04:27:59,ROUTINE,34.9,10.1,10000.0,0.0,1010.1
WX-00000327,AP-0007,2026-07-24T05:27:59,ROUTINE,36.3,11.6,10000.0,0.1,1003.1
WX-00000328,AP-0007,2026-07-24T06:27:59,ROUTINE,33.1,6.4,10000.0,0.0,1021.0
WX-00000329,AP-0007,2026-07-24T07:27:59,ROUTINE,32.9,2.5,10000.0,0.0,1019.8
WX-00000330,AP-0007,2026-07-24T08:27:59,ROUTINE,32.1,6.8,6502.0,0.0,997.3
WX-00000331,AP-0007,2026-07-24T09:27:59,ROUTINE,31.5,20.4,9657.0,,1011.9
WX-00000332,AP-0007,2026-07-24T10:27:59,ROUTINE,36.5,11.4,9278.0,0.0,1018.5
WX-00000333,AP-0007,2026-07-24T11:27:59,ROUTINE,33.6,14.3,10000.0,0.0,1009.6
WX-00000334,AP-0007,2026-07-24T12:27:59,ROUTINE,34.2,25.5,10000.0,0.0,1002.8
WX-00000335,AP-0007,2026-07-24T13:27:59,ROUTINE,29.0,5.4,9661.0,1.6,1013.6
WX-00000336,AP-0007,2026-07-24T14:27:59,ROUTINE,35.3,15.9,10000.0,0.0,1006.6
WX-00000337,AP-0008,2026-07-22T15:27:59,ROUTINE,31.4,12.9,9639.0,0.0,1013.0
WX-00000338,AP-0008,2026-07-22T16:27:59,ROUTINE,31.0,6.8,10000.0,0.0,1002.8
WX-00000339,AP-0008,2026-07-22T17:27:59,ROUTINE,34.9,9.9,10000.0,0.0,1012.4
WX-00000340,AP-0008,2026-07-22T18:27:59,SPECIAL,33.5,6.0,9491.0,0.0,1006.5
WX-00000341,AP-0008,2026-07-22T19:27:59,ROUTINE,33.2,0.8,9687.0,0.1,1021.9
WX-00000342,AP-0008,2026-07-22T20:27:59,SPECIAL,37.3,5.9,9883.0,2.8,1016.3
WX-00000343,AP-0008,2026-07-22T21:27:59,SPECIAL,34.9,14.9,9300.0,0.0,1023.7
WX-00000344,AP-0008,2026-07-22T22:27:59,ROUTINE,32.6,2.5,10000.0,0.0,1008.6
WX-00000345,AP-0008,2026-07-22T23:27:59,ROUTINE,35.1,32.7,9588.0,0.0,1011.9
WX-00000346,AP-0008,2026-07-23T00:27:59,ROUTINE,38.3,10.2,9611.0,0.0,1006.2
WX-00000347,AP-0008,2026-07-23T01:27:59,ROUTINE,36.0,38.2,9783.0,1.3,1007.5
WX-00000348,AP-0008,2026-07-23T02:27:59,ROUTINE,35.8,9.0,9543.0,0.0,1002.9
WX-00000349,AP-0008,2026-07-23T03:27:59,ROUTINE,33.1,15.4,9831.0,0.0,1012.2
WX-00000350,AP-0008,2026-07-23T04:27:59,ROUTINE,37.7,8.8,9667.0,0.0,1018.2
WX-00000352,AP-0008,2026-07-23T06:27:59,ROUTINE,32.9,25.9,9706.0,0.0,1017.0
WX-00000351,AP-0008,2026-07-23T05:27:59,ROUTINE,33.7,4.2,9404.0,0.0,1020.6
WX-00000353,AP-0008,2026-07-23T07:27:59,SPECIAL,31.1,10.4,10000.0,0.0,1017.0
WX-00000354,AP-0008,2026-07-23T08:27:59,ROUTINE,34.0,8.8,10000.0,0.0,1011.5
WX-00000355,AP-0008,2026-07-23T09:27:59,ROUTINE,33.1,5.3,9725.0,0.1,1019.2
WX-00000356,AP-0008,2026-07-23T10:27:59,ROUTINE,33.7,11.0,9552.0,0.0,1012.4
WX-00000357,AP-0008,2026-07-23T11:27:59,ROUTINE,32.9,3.4,9602.0,0.0,1020.2
WX-00000358,AP-0008,2026-07-23T12:27:59,ROUTINE,38.0,2.3,9505.0,0.0,1023.7
WX-00000359,AP-0008,2026-07-23T13:27:59,ROUTINE,38.6,4.7,9879.0,0.0,1013.1
WX-00000360,AP-0008,2026-07-23T14:27:59,ROUTINE,29.7,8.6,9007.0,0.0,1012.5
WX-00000361,AP-0008,2026-07-23T15:27:59,ROUTINE,34.4,1.9,10000.0,0.0,1034.0
WX-00000362,AP-0008,2026-07-23T16:27:59,SPECIAL,32.8,7.0,9676.0,0.0,1015.8
WX-00000363,AP-0008,2026-07-23T17:27:59,ROUTINE,32.8,10.0,9869.0,0.0,1018.0
WX-00000364,AP-0008,2026-07-23T18:27:59,ROUTINE,34.6,9.6,10000.0,0.0,1012.8
WX-00000365,AP-0008,2026-07-23T19:27:59,ROUTINE,35.8,11.1,9454.0,0.0,1004.4
WX-00000366,AP-0008,2026-07-23T20:27:59,ROUTINE,31.2,11.1,9680.0,0.0,999.8
WX-00000367,AP-0008,2026-07-23T21:27:59,ROUTINE,35.2,3.7,9670.0,0.0,1010.6
WX-00000368,AP-0008,2026-07-23T22:27:59,ROUTINE,32.8,10.2,9552.0,0.0,1004.0
WX-00000369,AP-0008,2026-07-23T23:27:59,ROUTINE,34.8,7.7,9882.0,0.0,1022.3
WX-00000370,AP-0008,2026-07-24T00:27:59,ROUTINE,33.7,24.1,9678.0,0.0,1019.2
WX-00000371,AP-0008,2026-07-24T01:27:59,ROUTINE,31.8,1.0,9923.0,0.0,1009.7
WX-00000372,AP-0008,2026-07-24T02:27:59,ROUTINE,33.6,9.4,9941.0,0.0,1022.6
WX-00000373,AP-0008,2026-07-24T03:27:59,ROUTINE,32.3,23.4,10000.0,0.0,1017.7
WX-00000374,AP-0008,2026-07-24T04:27:59,ROUTINE,35.4,11.1,3622.0,0.0,1003.3
WX-00000375,AP-0008,2026-07-24T05:27:59,ROUTINE,34.2,10.4,10000.0,4.5,1003.8
WX-00000376,AP-0008,2026-07-24T06:27:59,SPECIAL,33.3,15.1,9642.0,0.0,1003.8
WX-00000377,AP-0008,2026-07-24T07:27:59,ROUTINE,35.7,8.9,10000.0,0.0,1016.3
WX-00000378,AP-0008,2026-07-24T08:27:59,ROUTINE,35.0,3.4,9848.0,0.0,1020.6
WX-00000379,AP-0008,2026-07-24T09:27:59,ROUTINE,31.8,4.9,10000.0,0.0,1022.7
WX-00000380,AP-0008,2026-07-24T10:27:59,ROUTINE,33.1,8.5,10000.0,0.0,1014.1
WX-00000381,AP-0008,2026-07-24T11:27:59,ROUTINE,37.0,7.7,9918.0,0.0,1010.5
WX-00000382,AP-0008,2026-07-24T12:27:59,SPECIAL,31.9,5.3,8733.0,0.0,1014.3
WX-00000383,AP-0008,2026-07-24T13:27:59,ROUTINE,34.3,13.2,10000.0,0.0,1017.7
WX-00000384,AP-0008,2026-07-24T14:27:59,ROUTINE,36.2,13.6,10000.0,0.0,1017.6
WX-00000385,AP-0009,2026-07-22T15:27:59,ROUTINE,25.6,7.6,9433.0,0.0,1020.9
WX-00000386,AP-0009,2026-07-22T16:27:59,ROUTINE,27.9,10.1,59.0,1.2,1010.4
WX-00000387,AP-0009,2026-07-22T17:27:59,ROUTINE,26.9,16.0,9552.0,0.0,1007.5
WX-00000388,AP-0009,2026-07-22T18:27:59,ROUTINE,30.7,9.9,9723.0,0.0,1013.2
WX-00000389,AP-0009,2026-07-22T19:27:59,ROUTINE,26.4,11.3,10000.0,0.0,1010.4
WX-00000390,AP-0009,2026-07-22T20:27:59,ROUTINE,25.4,8.2,9469.0,0.0,1016.3
WX-00000391,AP-0009,2026-07-22T21:27:59,ROUTINE,29.1,6.7,9971.0,0.0,1016.9
WX-00000392,AP-0009,2026-07-22T22:27:59,ROUTINE,26.7,5.2,9954.0,0.0,1014.4
WX-00000393,AP-0009,2026-07-22T23:27:59,ROUTINE,23.8,3.9,9457.0,0.0,1018.7
WX-00000394,AP-0009,2026-07-23T00:27:59,ROUTINE,31.5,26.8,10000.0,0.0,1009.6
WX-00000395,AP-0009,2026-07-23T01:27:59,ROUTINE,27.4,11.0,9968.0,0.0,1014.8
WX-00000396,AP-0009,2026-07-23T02:27:59,ROUTINE,29.5,2.3,9962.0,0.0,1022.1
WX-00000397,AP-0009,2026-07-23T03:27:59,ROUTINE,28.2,17.9,9877.0,0.0,1011.6
WX-00000398,AP-0009,2026-07-23T04:27:59,ROUTINE,22.3,9.3,982.0,2.9,1027.5
WX-00000399,AP-0009,2026-07-23T05:27:59,ROUTINE,24.7,5.6,9924.0,0.0,1017.0
WX-00000400,AP-0009,2026-07-23T06:27:59,ROUTINE,25.8,23.0,185.0,0.0,1005.7
WX-00000401,AP-0009,2026-07-23T07:27:59,ROUTINE,25.8,7.9,9817.0,0.0,1010.0
WX-00000402,AP-0009,2026-07-23T08:27:59,ROUTINE,28.2,4.9,10000.0,0.0,999.0
WX-00000403,AP-0009,2026-07-23T09:27:59,ROUTINE,28.9,2.2,9175.0,0.0,1010.2
WX-00000404,AP-0009,2026-07-23T10:27:59,ROUTINE,29.7,14.3,10000.0,0.0,1002.5
WX-00000405,AP-0009,2026-07-23T11:27:59,ROUTINE,27.7,3.6,502.0,0.0,1014.2
WX-00000406,AP-0009,2026-07-23T12:27:59,ROUTINE,26.5,11.0,9592.0,0.3,1014.1
WX-00000407,AP-0009,2026-07-23T13:27:59,ROUTINE,28.6,3.2,8985.0,0.0,1028.1
WX-00000408,AP-0009,2026-07-23T14:27:59,ROUTINE,30.5,12.1,9768.0,0.0,1002.9
WX-00000409,AP-0009,2026-07-23T15:27:59,ROUTINE,30.1,12.7,9519.0,0.0,1011.3
WX-00000410,AP-0009,2026-07-23T16:27:59,ROUTINE,29.0,16.9,9292.0,0.0,1012.4
WX-00000411,AP-0009,2026-07-23T17:27:59,SPECIAL,26.1,11.4,9595.0,0.0,1012.3
WX-00000412,AP-0009,2026-07-23T18:27:59,ROUTINE,27.7,5.3,10000.0,1.7,1012.7
WX-00000413,AP-0009,2026-07-23T19:27:59,ROUTINE,29.7,4.0,9642.0,0.0,1019.3
WX-00000414,AP-0009,2026-07-23T20:27:59,ROUTINE,32.5,13.2,10000.0,0.0,999.7
WX-00000415,AP-0009,2026-07-23T21:27:59,ROUTINE,25.4,23.8,9836.0,0.0,
WX-00000416,AP-0009,2026-07-23T22:27:59,ROUTINE,30.6,4.1,,3.4,1020.0
WX-00000417,AP-0009,2026-07-23T23:27:59,ROUTINE,24.8,14.5,9641.0,1.7,1016.9
WX-00000418,AP-0009,2026-07-24T00:27:59,ROUTINE,29.1,24.7,10000.0,0.0,1006.9
WX-00000419,AP-0009,2026-07-24T01:27:59,ROUTINE,26.4,14.7,9426.0,0.0,1009.6
WX-00000420,AP-0009,2026-07-24T02:27:59,ROUTINE,28.3,24.0,9806.0,0.0,1009.3
WX-00000421,AP-0009,2026-07-24T03:27:59,ROUTINE,26.7,5.3,8678.0,0.0,1007.1
WX-00000422,AP-0009,2026-07-24T04:27:59,ROUTINE,28.7,6.1,9179.0,0.0,1005.8
WX-00000423,AP-0009,2026-07-24T05:27:59,ROUTINE,27.3,14.7,1125.0,0.0,1004.8
WX-00000424,AP-0009,2026-07-24T06:27:59,ROUTINE,28.1,13.0,10000.0,0.0,1005.6
WX-00000425,AP-0009,2026-07-24T07:27:59,ROUTINE,30.0,9.6,10000.0,0.0,1014.2
WX-00000426,AP-0009,2026-07-24T08:27:59,ROUTINE,29.5,3.4,9820.0,0.0,1016.0
WX-00000427,AP-0009,2026-07-24T09:27:59,ROUTINE,27.6,19.9,9293.0,1.7,1005.3
WX-00000428,AP-0009,2026-07-24T10:27:59,ROUTINE,31.9,8.9,9819.0,0.1,1019.5
WX-00000429,AP-0009,2026-07-24T11:27:59,ROUTINE,28.8,17.8,9522.0,0.0,1015.5
WX-00000430,AP-0009,2026-07-24T12:27:59,ROUTINE,29.7,4.2,9901.0,0.0,1011.3
WX-00000431,AP-0009,2026-07-24T13:27:59,ROUTINE,26.6,2.9,9708.0,0.0,1011.7
WX-00000432,AP-0009,2026-07-24T14:27:59,ROUTINE,27.6,6.6,9639.0,0.0,1021.1
WX-00000433,AP-0010,2026-07-22T15:27:59,ROUTINE,27.3,5.4,9546.0,0.0,1000.5
WX-00000434,AP-0010,2026-07-22T16:27:59,ROUTINE,31.1,8.5,9516.0,0.0,1017.2
WX-00000435,AP-0010,2026-07-22T17:27:59,ROUTINE,26.4,16.6,9102.0,1.3,1016.0
WX-00000436,AP-0010,2026-07-22T18:27:59,ROUTINE,29.5,11.1,9800.0,0.0,1021.3
WX-00000437,AP-0010,2026-07-22T19:27:59,ROUTINE,31.4,10.7,9121.0,0.0,1019.2
WX-00000438,AP-0010,2026-07-22T20:27:59,ROUTINE,27.4,9.3,9851.0,0.0,1007.9
WX-00000439,AP-0010,2026-07-22T21:27:59,ROUTINE,28.1,17.1,10000.0,0.0,1016.8
WX-00000440,AP-0010,2026-07-22T22:27:59,SPECIAL,26.0,8.9,9504.0,0.0,1007.9
WX-00000441,AP-0010,2026-07-22T23:27:59,ROUTINE,27.6,6.0,10000.0,0.0,1017.2
WX-00000442,AP-0010,2026-07-23T00:27:59,SPECIAL,26.5,7.3,10000.0,0.0,1014.9
WX-00000443,AP-0010,2026-07-23T01:27:59,ROUTINE,24.9,16.6,10000.0,0.0,1010.1
WX-00000444,AP-0010,2026-07-23T02:27:59,ROUTINE,28.1,6.3,10000.0,0.0,1009.9
WX-00000445,AP-0010,2026-07-23T03:27:59,ROUTINE,28.5,10.7,3669.0,0.3,1006.1
WX-00000446,AP-0010,2026-07-23T04:27:59,ROUTINE,25.7,17.9,10000.0,0.0,1009.9
WX-00000447,AP-0010,2026-07-23T05:27:59,ROUTINE,27.5,6.0,253.0,0.0,1024.6
WX-00000448,AP-0010,2026-07-23T06:27:59,ROUTINE,29.6,5.0,10000.0,0.5,1001.0
WX-00000449,AP-0010,2026-07-23T07:27:59,ROUTINE,27.1,8.7,10000.0,0.0,1004.8
WX-00000450,AP-0010,2026-07-23T08:27:59,ROUTINE,25.3,8.3,10000.0,1.1,1026.7
WX-00000451,AP-0010,2026-07-23T09:27:59,ROUTINE,25.9,9.1,1699.0,0.1,1001.9
WX-00000452,AP-0010,2026-07-23T10:27:59,ROUTINE,29.5,2.0,10000.0,0.0,1019.7
WX-00000453,AP-0010,2026-07-23T11:27:59,ROUTINE,26.3,3.8,9373.0,0.0,1014.9
WX-00000454,AP-0010,2026-07-23T12:27:59,ROUTINE,27.9,6.0,9536.0,0.0,1008.0
WX-00000455,AP-0010,2026-07-23T13:27:59,ROUTINE,27.7,5.3,10000.0,0.0,1018.9
WX-00000456,AP-0010,2026-07-23T14:27:59,ROUTINE,26.0,5.5,9730.0,0.0,
WX-00000457,AP-0010,2026-07-23T15:27:59,ROUTINE,26.2,28.9,9953.0,0.0,1000.2
WX-00000458,AP-0010,2026-07-23T16:27:59,ROUTINE,30.1,7.2,9395.0,0.0,1012.0
WX-00000459,AP-0010,2026-07-23T17:27:59,ROUTINE,28.2,24.2,9372.0,0.0,1019.6
WX-00000460,AP-0010,2026-07-23T18:27:59,SPECIAL,25.6,13.2,9829.0,0.0,1013.3
WX-00000461,AP-0010,2026-07-23T19:27:59,ROUTINE,26.8,16.6,9898.0,0.0,1024.2
WX-00000462,AP-0010,2026-07-23T20:27:59,ROUTINE,31.9,1.7,9967.0,0.9,1014.9
WX-00000463,AP-0010,2026-07-23T21:27:59,ROUTINE,28.4,20.5,9756.0,0.0,1010.6
WX-00000464,AP-0010,2026-07-23T22:27:59,ROUTINE,28.7,7.0,3306.0,0.0,1007.9
WX-00000465,AP-0010,2026-07-23T23:27:59,ROUTINE,29.0,4.0,10000.0,0.0,1012.3
WX-00000466,AP-0010,2026-07-24T00:27:59,ROUTINE,26.9,15.5,9795.0,0.0,1019.4
WX-00000467,AP-0010,2026-07-24T01:27:59,SPECIAL,28.7,8.4,10000.0,0.0,1010.4
WX-00000468,AP-0010,2026-07-24T02:27:59,ROUTINE,24.7,10.2,9602.0,0.0,1017.1
WX-00000469,AP-0010,2026-07-24T03:27:59,ROUTINE,27.1,4.5,9710.0,0.0,1020.3
WX-00000470,AP-0010,2026-07-24T04:27:59,ROUTINE,21.3,5.0,10000.0,0.0,1000.4
WX-00000471,AP-0010,2026-07-24T05:27:59,ROUTINE,28.6,10.7,9758.0,0.0,1019.6
WX-00000472,AP-0010,2026-07-24T06:27:59,ROUTINE,30.6,5.8,9870.0,0.0,1009.8
WX-00000473,AP-0010,2026-07-24T07:27:59,ROUTINE,,24.2,10000.0,0.0,1010.7
WX-00000474,AP-0010,2026-07-24T08:27:59,ROUTINE,25.2,15.3,9854.0,0.0,1010.2
WX-00000475,AP-0010,2026-07-24T09:27:59,ROUTINE,29.5,1.8,2248.0,0.0,1008.1
WX-00000476,AP-0010,2026-07-24T10:27:59,SPECIAL,28.0,2.5,9813.0,0.0,1018.7
WX-00000477,AP-0010,2026-07-24T11:27:59,ROUTINE,26.0,4.4,9897.0,0.0,1025.1
WX-00000478,AP-0010,2026-07-24T12:27:59,ROUTINE,26.1,9.3,9456.0,0.0,1006.0
WX-00000479,AP-0010,2026-07-24T13:27:59,ROUTINE,28.4,5.7,9340.0,0.0,1007.4
WX-00000480,AP-0010,2026-07-24T14:27:59,ROUTINE,27.0,18.6,,0.0,1021.1
WX-00000481,AP-0011,2026-07-22T15:27:59,SPECIAL,27.5,19.1,10000.0,0.0,1017.6
WX-00000482,AP-0011,2026-07-22T16:27:59,ROUTINE,25.5,5.3,10000.0,0.0,1017.7
WX-00000483,AP-0011,2026-07-22T17:27:59,ROUTINE,28.2,11.4,10000.0,0.0,1018.6
WX-00000484,AP-0011,2026-07-22T18:27:59,ROUTINE,25.9,5.7,9059.0,0.0,1018.1
WX-00000485,AP-0011,2026-07-22T19:27:59,ROUTINE,27.0,4.0,654.0,0.0,1004.2
WX-00000486,AP-0011,2026-07-22T20:27:59,ROUTINE,26.3,20.7,10000.0,0.0,1014.2
WX-00000487,AP-0011,2026-07-22T21:27:59,ROUTINE,27.2,19.7,10000.0,0.0,1011.2
WX-00000488,AP-0011,2026-07-22T22:27:59,ROUTINE,28.3,9.2,9439.0,15.1,1014.3
WX-00000489,AP-0011,2026-07-22T23:27:59,ROUTINE,27.6,8.8,9930.0,4.0,1007.9
WX-00000490,AP-0011,2026-07-23T00:27:59,ROUTINE,28.5,10.8,9863.0,0.0,1004.2
WX-00000491,AP-0011,2026-07-23T01:27:59,SPECIAL,30.0,4.1,10000.0,0.0,1010.0
WX-00000492,AP-0011,2026-07-23T02:27:59,ROUTINE,29.5,17.8,10000.0,0.0,1005.8
WX-00000493,AP-0011,2026-07-23T03:27:59,ROUTINE,30.5,19.2,9566.0,0.0,1003.0
WX-00000494,AP-0011,2026-07-23T04:27:59,SPECIAL,28.4,25.5,9380.0,0.0,1020.1
WX-00000495,AP-0011,2026-07-23T05:27:59,ROUTINE,25.9,7.2,10000.0,0.0,1016.8
WX-00000496,AP-0011,2026-07-23T06:27:59,ROUTINE,27.8,20.6,9352.0,0.0,1012.9
WX-00000497,AP-0011,2026-07-23T07:27:59,ROUTINE,26.6,2.5,10000.0,0.0,1017.1
WX-00000498,AP-0011,2026-07-23T08:27:59,ROUTINE,29.9,23.0,9839.0,0.0,1010.0
WX-00000499,AP-0011,2026-07-23T09:27:59,ROUTINE,26.9,15.2,9857.0,0.2,1013.0
WX-00000500,AP-0011,2026-07-23T10:27:59,ROUTINE,28.3,2.6,9440.0,5.4,1011.1
WX-00000501,AP-0011,2026-07-23T11:27:59,ROUTINE,25.7,7.8,10000.0,0.0,1007.1
WX-00000502,AP-0011,2026-07-23T12:27:59,ROUTINE,26.7,11.9,9816.0,0.0,1013.5
WX-00000503,AP-0011,2026-07-23T18:27:59,ROUTINE,28.5,17.1,9477.0,0.0,1021.6
WX-00000504,AP-0011,2026-07-23T14:27:59,ROUTINE,27.5,6.2,1623.0,0.0,1016.7
WX-00000505,AP-0011,2026-07-23T15:27:59,ROUTINE,27.3,12.4,9762.0,3.2,1020.0
WX-00000506,AP-0011,2026-07-23T16:27:59,ROUTINE,25.3,0.6,9562.0,0.0,1020.3
WX-00000507,AP-0011,2026-07-23T17:27:59,ROUTINE,24.0,4.6,10000.0,,998.7
