sensor_reading_id,flight_segment_id,engine_id,aircraft_id,ts,flight_phase,parameter_code,value,unit
SR-000000000217,FS-000000001,EN-000002,AC-00001,2026-07-24T05:25:24,TAXI,EGT,378.10693335048165,C
SR-000000000218,FS-000000001,EN-000002,AC-00001,2026-07-24T05:25:24,TAXI,N1,21.28519005819441,pct
SR-000000000219,FS-000000001,EN-000002,AC-00001,2026-07-24T05:25:24,TAXI,N2,55.67133484826578,pct
SR-000000000220,FS-000000001,EN-000002,AC-00001,2026-07-24T05:25:24,TAXI,FUEL_FLOW,234.19809736180042,kg_h
SR-000000000221,FS-000000001,EN-000002,AC-00001,2026-07-24T05:25:24,TAXI,OIL_TEMP,56.72716515233886,C
SR-000000000222,FS-000000001,EN-000002,AC-00001,2026-07-24T05:25:24,TAXI,OIL_PRESSURE,15.29270561199944,psi
SR-000000000223,FS-000000001,EN-000002,AC-00001,2026-07-24T05:25:24,TAXI,VIBRATION,1.4415284349246635,units_0_5
SR-000000000224,FS-000000001,,AC-00001,2026-07-24T05:25:24,TAXI,APU_EGT,492.14878813463025,C
SR-000000000225,FS-000000001,,AC-00001,2026-07-24T05:25:24,TAXI,CABIN_ALTITUDE,-284.23326628503946,ft
SR-000000000226,FS-000000002,EN-000001,AC-00001,2026-07-24T01:03:48,TAXI,EGT,359.56183086878576,C
SR-000000000227,FS-000000002,EN-000001,AC-00001,2026-07-24T01:03:48,TAXI,N1,32.08261601816282,pct
SR-000000000228,FS-000000002,EN-000001,AC-00001,2026-07-24T01:03:48,TAXI,N2,49.81792941167804,pct
SR-000000000229,FS-000000002,EN-000001,AC-00001,2026-07-24T01:03:48,TAXI,FUEL_FLOW,175.61842388062948,kg_h
SR-000000000230,FS-000000002,EN-000001,AC-00001,2026-07-24T01:03:48,TAXI,OIL_TEMP,50.318019037718436,C
SR-000000000231,FS-000000002,EN-000001,AC-00001,2026-07-24T01:03:48,TAXI,OIL_PRESSURE,15.79353456757446,psi
SR-000000000232,FS-000000002,EN-000001,AC-00001,2026-07-24T01:03:48,TAXI,VIBRATION,1.461264599011926,units_0_5
SR-000000000233,FS-000000002,EN-000002,AC-00001,2026-07-24T01:03:48,TAXI,EGT,339.33938055991837,C
SR-000000000234,FS-000000002,EN-000002,AC-00001,2026-07-24T01:03:48,TAXI,N1,28.785636517758487,pct
SR-000000000235,FS-000000002,EN-000002,AC-00001,2026-07-24T01:03:48,TAXI,N2,52.28856952153215,pct
SR-000000000236,FS-000000002,EN-000002,AC-00001,2026-07-24T01:03:48,TAXI,FUEL_FLOW,187.16268717292095,kg_h
SR-000000000237,FS-000000002,EN-000002,AC-00001,2026-07-24T01:03:48,TAXI,OIL_TEMP,63.76695785051496,C
SR-000000000238,FS-000000002,EN-000002,AC-00001,2026-07-24T01:03:48,TAXI,OIL_PRESSURE,17.172735045041644,psi
SR-000000000239,FS-000000002,EN-000002,AC-00001,2026-07-24T01:03:48,TAXI,VIBRATION,1.516147947010847,units_0_5
SR-000000000240,FS-000000002,,AC-00001,2026-07-24T01:03:48,TAXI,APU_EGT,455.57995835464783,C
SR-000000000241,FS-000000002,,AC-00001,2026-07-24T01:03:48,TAXI,CABIN_ALTITUDE,27.1438974355328,ft
SR-000000000242,FS-000000002,EN-000001,AC-00001,2026-07-24T01:06:48,TAKEOFF,EGT,908.8778020139608,C
SR-000000000243,FS-000000002,EN-000001,AC-00001,2026-07-24T01:06:48,TAKEOFF,N1,94.92093980175312,pct
SR-000000000244,FS-000000002,EN-000001,AC-00001,2026-07-24T01:06:48,TAKEOFF,N2,96.43885037354563,pct
SR-000000000245,FS-000000002,EN-000001,AC-00001,2026-07-24T01:06:48,TAKEOFF,FUEL_FLOW,3129.628131362127,kg_h
SR-000000000246,FS-000000002,EN-000001,AC-00001,2026-07-24T01:06:48,TAKEOFF,OIL_TEMP,115.50449953472288,C
SR-000000000247,FS-000000002,EN-000001,AC-00001,2026-07-24T01:06:48,TAKEOFF,OIL_PRESSURE,55.77439998022246,psi
SR-000000000248,FS-000000002,EN-000001,AC-00001,2026-07-24T01:06:48,TAKEOFF,VIBRATION,1.4249768359684996,units_0_5
SR-000000000249,FS-000000002,EN-000002,AC-00001,2026-07-24T01:06:48,TAKEOFF,EGT,897.7204217551895,C
SR-000000000250,FS-000000002,EN-000002,AC-00001,2026-07-24T01:06:48,TAKEOFF,N1,91.09970123068736,pct
SR-000000000251,FS-000000002,EN-000002,AC-00001,2026-07-24T01:06:48,TAKEOFF,N2,103.13726479597698,pct
SR-000000000252,FS-000000002,EN-000002,AC-00001,2026-07-24T01:06:48,TAKEOFF,FUEL_FLOW,3032.7895153884165,kg_h
SR-000000000253,FS-000000002,EN-000002,AC-00001,2026-07-24T01:06:48,TAKEOFF,OIL_TEMP,111.9702535101554,C
SR-000000000254,FS-000000002,EN-000002,AC-00001,2026-07-24T01:06:48,TAKEOFF,OIL_PRESSURE,55.898233078776784,psi
SR-000000000255,FS-000000002,EN-000002,AC-00001,2026-07-24T01:06:48,TAKEOFF,VIBRATION,1.2908508129071017,units_0_5
SR-000000000256,FS-000000002,,AC-00001,2026-07-24T01:06:48,TAKEOFF,APU_EGT,79.30781483407655,C
SR-000000000257,FS-000000002,,AC-00001,2026-07-24T01:06:48,TAKEOFF,CABIN_ALTITUDE,,ft
SR-000000000258,FS-000000002,EN-000001,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,EGT,858.991054027319,C
SR-000000000259,FS-000000002,EN-000001,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,N1,101.54160892617567,pct
SR-000000000260,FS-000000002,EN-000001,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,N2,97.20231036246824,pct
SR-000000000261,FS-000000002,EN-000001,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,FUEL_FLOW,2602.6678923447294,kg_h
SR-000000000262,FS-000000002,EN-000001,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,OIL_TEMP,111.30999033829417,C
SR-000000000263,FS-000000002,EN-000001,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,OIL_PRESSURE,55.74159410919246,psi
SR-000000000264,FS-000000002,EN-000001,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,VIBRATION,1.2618164200534585,units_0_5
SR-000000000265,FS-000000002,EN-000002,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,EGT,824.2259198443677,C
SR-000000000266,FS-000000002,EN-000002,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,N1,102.33897217159787,pct
SR-000000000267,FS-000000002,EN-000002,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,N2,99.53204751504009,pct
SR-000000000268,FS-000000002,EN-000002,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,FUEL_FLOW,2617.057127722169,kg_h
SR-000000000269,FS-000000002,EN-000002,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,OIL_TEMP,116.57428293662836,C
SR-000000000270,FS-000000002,EN-000002,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,OIL_PRESSURE,50.79677101157715,psi
SR-000000000271,FS-000000002,EN-000002,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,VIBRATION,1.3298625643868578,units_0_5
SR-000000000272,FS-000000002,,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,APU_EGT,100.20070967194943,C
SR-000000000273,FS-000000002,,AC-00001,2026-07-24T01:08:48,INITIAL_CLIMB,CABIN_ALTITUDE,2201.803370427901,ft
SR-000000000274,FS-000000002,EN-000001,AC-00001,2026-07-24T01:30:30,CLIMB,EGT,743.8677017137531,C
SR-000000000275,FS-000000002,EN-000001,AC-00001,2026-07-24T01:30:30,CLIMB,N1,87.69688541003353,pct
SR-000000000276,FS-000000002,EN-000001,AC-00001,2026-07-24T01:30:30,CLIMB,N2,,pct
SR-000000000277,FS-000000002,EN-000001,AC-00001,2026-07-24T01:30:30,CLIMB,FUEL_FLOW,2048.0281780342843,kg_h
SR-000000000278,FS-000000002,EN-000001,AC-00001,2026-07-24T01:30:30,CLIMB,OIL_TEMP,110.64591482072802,C
SR-000000000279,FS-000000002,EN-000001,AC-00001,2026-07-24T01:30:30,CLIMB,OIL_PRESSURE,55.53505216812059,psi
SR-000000000280,FS-000000002,EN-000001,AC-00001,2026-07-24T01:30:30,CLIMB,VIBRATION,1.420990842544177,units_0_5
SR-000000000281,FS-000000002,EN-000002,AC-00001,2026-07-24T01:30:30,CLIMB,EGT,727.1530867431395,C
SR-000000000282,FS-000000002,EN-000002,AC-00001,2026-07-24T01:30:30,CLIMB,N1,84.00364383796344,pct
SR-000000000283,FS-000000002,EN-000002,AC-00001,2026-07-24T01:30:30,CLIMB,N2,85.9843784287611,pct
SR-000000000284,FS-000000002,EN-000002,AC-00001,2026-07-24T01:30:30,CLIMB,FUEL_FLOW,1915.9334086230194,kg_h
SR-000000000285,FS-000000002,EN-000002,AC-00001,2026-07-24T01:30:30,CLIMB,OIL_TEMP,115.17832663035944,C
SR-000000000286,FS-000000002,EN-000002,AC-00001,2026-07-24T01:30:30,CLIMB,OIL_PRESSURE,52.62780221870092,psi
SR-000000000287,FS-000000002,EN-000002,AC-00001,2026-07-24T01:30:30,CLIMB,VIBRATION,1.3530641062605262,units_0_5
SR-000000000288,FS-000000002,,AC-00001,2026-07-24T01:30:30,CLIMB,APU_EGT,105.00090017058302,C
SR-000000000289,FS-000000002,,AC-00001,2026-07-24T01:30:30,CLIMB,CABIN_ALTITUDE,6051.18524090137,ft
SR-000000000290,FS-000000002,EN-000001,AC-00001,2026-07-24T01:55:45,CRUISE,EGT,625.513877756073,C
SR-000000000291,FS-000000002,EN-000001,AC-00001,2026-07-24T01:55:45,CRUISE,N1,77.62093840380928,pct
SR-000000000292,FS-000000002,EN-000001,AC-00001,2026-07-24T01:55:45,CRUISE,N2,81.7234639363905,pct
SR-000000000293,FS-000000002,EN-000001,AC-00001,2026-07-24T01:55:45,CRUISE,FUEL_FLOW,1287.6091919197509,kg_h
SR-000000000294,FS-000000002,EN-000001,AC-00001,2026-07-24T01:55:45,CRUISE,OIL_TEMP,111.92496538057172,C
SR-000000000295,FS-000000002,EN-000001,AC-00001,2026-07-24T01:55:45,CRUISE,OIL_PRESSURE,59.06065326340237,psi
SR-000000000296,FS-000000002,EN-000002,AC-00001,2026-07-24T01:55:45,CRUISE,VIBRATION,1.337748882298804,units_0_5
SR-000000000297,FS-000000002,EN-000002,AC-00001,2026-07-24T01:55:45,CRUISE,EGT,604.6713602430303,C
SR-000000000298,FS-000000002,EN-000002,AC-00001,2026-07-24T01:55:45,CRUISE,N1,92.78886271188455,pct
SR-000000000299,FS-000000002,EN-000002,AC-00001,2026-07-24T01:55:45,CRUISE,N2,90.84640750421194,pct
SR-000000000300,FS-000000002,EN-000002,AC-00001,2026-07-24T01:55:45,CRUISE,FUEL_FLOW,1120.611359020102,kg_h
SR-000000000301,FS-000000002,EN-000002,AC-00001,2026-07-24T01:55:45,CRUISE,OIL_TEMP,106.59189298321746,C
SR-000000000302,FS-000000002,EN-000002,AC-00001,2026-07-24T01:55:45,CRUISE,OIL_PRESSURE,56.04053353968706,psi
SR-000000000303,FS-000000002,EN-000002,AC-00001,2026-07-24T01:55:45,CRUISE,VIBRATION,1.371865483071532,units_0_5
SR-000000000304,FS-000000002,,AC-00001,2026-07-24T01:55:45,CRUISE,APU_EGT,69.88110858208309,C
SR-000000000305,FS-000000002,,AC-00001,2026-07-24T01:55:45,CRUISE,CABIN_ALTITUDE,7087.589947337366,ft
SR-000000000306,FS-000000002,EN-000001,AC-00001,2026-07-24T02:05:51,CRUISE,EGT,606.971501310872,C
SR-000000000307,FS-000000002,EN-000001,AC-00001,2026-07-24T02:05:51,CRUISE,N1,79.59763640388427,pct
SR-000000000308,FS-000000002,EN-000001,AC-00001,2026-07-24T02:05:51,CRUISE,N2,88.43242025000849,pct
SR-000000000309,FS-000000002,EN-000001,AC-00001,2026-07-24T02:05:51,CRUISE,FUEL_FLOW,1365.582462301555,kg_h
SR-000000000310,FS-000000002,EN-000001,AC-00001,2026-07-24T02:05:51,CRUISE,OIL_TEMP,108.28137790152583,C
SR-000000000311,FS-000000002,EN-000001,AC-00001,2026-07-24T02:05:51,CRUISE,OIL_PRESSURE,55.41610610265694,psi
SR-000000000312,FS-000000002,EN-000001,AC-00001,2026-07-24T02:05:51,CRUISE,VIBRATION,1.3904579194541429,units_0_5
SR-000000000313,FS-000000002,EN-000002,AC-00001,2026-07-24T02:05:51,CRUISE,EGT,662.6482561316585,C
SR-000000000314,FS-000000002,EN-000002,AC-00001,2026-07-24T02:05:51,CRUISE,N1,82.9041969349962,pct
SR-000000000315,FS-000000002,EN-000002,AC-00001,2026-07-24T02:05:51,CRUISE,N2,87.25276613569453,pct
SR-000000000316,FS-000000002,EN-000002,AC-00001,2026-07-24T02:05:51,CRUISE,FUEL_FLOW,1371.0466088459823,kg_h
SR-000000000317,FS-000000002,EN-000002,AC-00001,2026-07-24T02:05:51,CRUISE,OIL_TEMP,,C
SR-000000000318,FS-000000002,EN-000002,AC-00001,2026-07-24T02:05:51,CRUISE,OIL_PRESSURE,54.06391431950981,psi
SR-000000000319,FS-000000002,EN-000002,AC-00001,2026-07-24T02:05:51,CRUISE,VIBRATION,1.3914706728153774,units_0_5
SR-000000000320,FS-000000002,,AC-00001,2026-07-24T02:05:51,CRUISE,APU_EGT,48.91056537347649,C
SR-000000000321,FS-000000002,,AC-00001,2026-07-24T02:05:51,CRUISE,CABIN_ALTITUDE,7230.496522810718,ft
SR-000000000322,FS-000000002,EN-000001,AC-00001,2026-07-24T02:15:58,CRUISE,EGT,684.4634610254608,C
SR-000000000323,FS-000000002,EN-000001,AC-00001,2026-07-24T02:15:58,CRUISE,N1,,pct
SR-000000000324,FS-000000002,EN-000001,AC-00001,2026-07-24T02:15:58,CRUISE,N2,82.64744609210814,pct
SR-000000000325,FS-000000002,EN-000001,AC-00001,2026-07-24T02:15:58,CRUISE,FUEL_FLOW,1334.5981148768833,kg_h
SR-000000000326,FS-000000002,EN-000001,AC-00001,2026-07-24T02:15:58,CRUISE,OIL_TEMP,103.77321797365455,C
SR-000000000327,FS-000000002,EN-000001,AC-00001,2026-07-24T02:15:58,CRUISE,OIL_PRESSURE,52.74576864730887,psi
SR-000000000328,FS-000000002,EN-000001,AC-00001,2026-07-24T02:15:58,CRUISE,VIBRATION,1.3821775199034458,units_0_5
SR-000000000329,FS-000000002,EN-000002,AC-00001,2026-07-24T02:15:58,CRUISE,EGT,661.695572607917,C
SR-000000000330,FS-000000002,EN-000002,AC-00001,2026-07-24T02:15:58,CRUISE,N1,82.81858324614109,pct
SR-000000000331,FS-000000002,EN-000002,AC-00001,2026-07-24T02:15:58,CRUISE,N2,89.42029639809994,pct
SR-000000000332,FS-000000002,EN-000002,AC-00001,2026-07-24T02:15:58,CRUISE,FUEL_FLOW,1155.3273215109257,kg_h
SR-000000000333,FS-000000002,EN-000002,AC-00001,2026-07-24T02:15:58,CRUISE,OIL_TEMP,101.65539893667639,C
SR-000000000334,FS-000000002,EN-000002,AC-00001,2026-07-24T02:15:58,CRUISE,OIL_PRESSURE,51.64535176766385,psi
SR-000000000335,FS-000000002,EN-000002,AC-00001,2026-07-24T02:15:58,CRUISE,VIBRATION,1.240515331206531,units_0_5
SR-000000000336,FS-000000002,,AC-00001,2026-07-24T02:15:58,CRUISE,APU_EGT,65.56528693990663,C
SR-000000000337,FS-000000002,,AC-00001,2026-07-24T02:15:58,CRUISE,CABIN_ALTITUDE,6754.354891823265,ft
SR-000000000338,FS-000000002,EN-000001,AC-00001,2026-07-24T02:26:04,CRUISE,EGT,695.9632494559062,C
SR-000000000339,FS-000000002,EN-000001,AC-00001,2026-07-24T02:26:04,CRUISE,N1,86.97424546943175,pct
SR-000000000340,FS-000000002,EN-000001,AC-00001,2026-07-24T02:26:04,CRUISE,N2,87.09562076428006,pct
SR-000000000341,FS-000000002,EN-000001,AC-00001,2026-07-24T02:26:04,CRUISE,FUEL_FLOW,1364.5403512406226,kg_h
SR-000000000342,FS-000000002,EN-000001,AC-00001,2026-07-24T02:26:04,CRUISE,OIL_TEMP,110.64232756710435,C
SR-000000000343,FS-000000002,EN-000001,AC-00001,2026-07-24T02:26:04,CRUISE,OIL_PRESSURE,55.11590445976547,psi
SR-000000000344,FS-000000002,EN-000001,AC-00001,2026-07-24T02:26:04,CRUISE,VIBRATION,1.4334897701348228,units_0_5
SR-000000000345,FS-000000002,EN-000002,AC-00001,2026-07-24T02:26:04,CRUISE,EGT,666.0558359280847,C
SR-000000000346,FS-000000002,EN-000002,AC-00001,2026-07-24T02:26:04,CRUISE,N1,82.31009354217011,pct
SR-000000000347,FS-000000002,EN-000002,AC-00001,2026-07-24T02:26:04,CRUISE,N2,87.77530885678566,pct
SR-000000000348,FS-000000002,EN-000002,AC-00001,2026-07-24T02:26:04,CRUISE,FUEL_FLOW,1173.8695542847206,kg_h
SR-000000000349,FS-000000002,EN-000002,AC-00001,2026-07-24T02:26:04,CRUISE,OIL_TEMP,103.11876036707406,C
SR-000000000350,FS-000000002,EN-000002,AC-00001,2026-07-24T02:26:04,CRUISE,OIL_PRESSURE,53.61103007330144,psi
SR-000000000351,FS-000000002,EN-000002,AC-00001,2026-07-24T02:26:04,CRUISE,VIBRATION,1.3302014225297363,units_0_5
SR-000000000352,FS-000000002,,AC-00001,2026-07-24T02:26:04,CRUISE,APU_EGT,88.11104997567521,C
SR-000000000353,FS-000000002,,AC-00001,2026-07-24T02:26:04,CRUISE,CABIN_ALTITUDE,7128.554539188315,ft
SR-000000000354,FS-000000002,EN-000001,AC-00001,2026-07-24T02:36:10,CRUISE,EGT,650.2772924261353,C
SR-000000000355,FS-000000002,EN-000001,AC-00001,2026-07-24T02:36:10,CRUISE,N1,80.48812278223083,pct
SR-000000000356,FS-000000002,EN-000001,AC-00001,2026-07-24T02:36:10,CRUISE,N2,,pct
SR-000000000357,FS-000000002,EN-000001,AC-00001,2026-07-24T02:36:10,CRUISE,FUEL_FLOW,1329.6331926250566,kg_h
SR-000000000358,FS-000000002,EN-000001,AC-00001,2026-07-24T02:36:10,CRUISE,OIL_TEMP,109.90594763025804,C
SR-000000000359,FS-000000002,EN-000001,AC-00001,2026-07-24T02:36:10,CRUISE,OIL_PRESSURE,53.3132467188496,psi
SR-000000000360,FS-000000002,EN-000001,AC-00001,2026-07-24T02:36:10,CRUISE,VIBRATION,1.4295723307299126,units_0_5
SR-000000000361,FS-000000002,EN-000002,AC-00001,2026-07-24T02:36:10,CRUISE,EGT,702.6842205660749,C
SR-000000000362,FS-000000002,EN-000002,AC-00001,2026-07-24T02:36:10,CRUISE,N1,80.58782624581606,pct
SR-000000000364,FS-000000002,EN-000002,AC-00001,2026-07-24T02:36:10,CRUISE,FUEL_FLOW,1229.8127437817118,kg_h
SR-000000000363,FS-000000002,EN-000002,AC-00001,2026-07-24T02:36:10,CRUISE,N2,85.75261816793706,pct
SR-000000000365,FS-000000002,EN-000002,AC-00001,2026-07-24T02:36:10,CRUISE,OIL_TEMP,99.97395820653131,C
SR-000000000366,FS-000000002,EN-000002,AC-00001,2026-07-24T02:36:10,CRUISE,OIL_PRESSURE,54.59201697836118,psi
SR-000000000367,FS-000000002,EN-000002,AC-00001,2026-07-24T02:36:10,CRUISE,VIBRATION,1.4475799910440754,units_0_5
SR-000000000368,FS-000000002,,AC-00001,2026-07-24T02:36:10,CRUISE,APU_EGT,40.007191334473646,C
SR-000000000369,FS-000000002,,AC-00001,2026-07-24T02:36:10,CRUISE,CABIN_ALTITUDE,6996.970452715345,ft
SR-000000000370,FS-000000002,EN-000001,AC-00001,2026-07-24T02:46:16,CRUISE,EGT,617.6523731803788,C
SR-000000000371,FS-000000002,EN-000001,AC-00001,2026-07-24T02:46:16,CRUISE,N1,84.18608124905899,pct
SR-000000000372,FS-000000002,EN-000001,AC-00001,2026-07-24T02:46:16,CRUISE,N2,82.80542156094246,pct
SR-000000000373,FS-000000002,EN-000001,AC-00001,2026-07-24T02:46:16,CRUISE,FUEL_FLOW,1357.1470123822996,kg_h
SR-000000000374,FS-000000002,EN-000001,AC-00001,2026-07-24T02:46:16,CRUISE,OIL_TEMP,102.05890314980492,C
SR-000000000375,FS-000000002,EN-000001,AC-00001,2026-07-24T02:46:16,CRUISE,OIL_PRESSURE,,psi
SR-000000000376,FS-000000002,EN-000001,AC-00001,2026-07-24T02:46:16,CRUISE,VIBRATION,1.360879435806044,units_0_5
SR-000000000377,FS-000000002,EN-000002,AC-00001,2026-07-24T02:46:16,CRUISE,EGT,645.9391366692932,C
SR-000000000378,FS-000000002,EN-000002,AC-00001,2026-07-24T02:46:16,CRUISE,N1,81.230197499863,pct
SR-000000000379,FS-000000002,EN-000002,AC-00001,2026-07-24T02:46:16,CRUISE,N2,85.43944957135955,pct
SR-000000000380,FS-000000002,EN-000002,AC-00001,2026-07-24T02:46:16,CRUISE,FUEL_FLOW,1341.0809690047834,kg_h
SR-000000000381,FS-000000002,EN-000002,AC-00001,2026-07-24T02:46:16,CRUISE,OIL_TEMP,112.46033564931643,C
SR-000000000382,FS-000000002,EN-000002,AC-00001,2026-07-24T02:46:16,CRUISE,OIL_PRESSURE,54.10331516668082,psi
SR-000000000383,FS-000000002,EN-000002,AC-00001,2026-07-24T02:46:16,CRUISE,VIBRATION,1.2894266154370906,units_0_5
SR-000000000384,FS-000000002,,AC-00001,2026-07-24T02:46:16,CRUISE,APU_EGT,74.92596152378017,C
SR-000000000385,FS-000000002,,AC-00001,2026-07-24T02:46:16,CRUISE,CABIN_ALTITUDE,6489.075282563236,ft
SR-000000000386,FS-000000002,EN-000001,AC-00001,2026-07-24T03:08:09,DESCENT,EGT,414.2854007642845,C
SR-000000000387,FS-000000002,EN-000001,AC-00001,2026-07-24T03:08:09,DESCENT,N1,53.46441724870387,pct
SR-000000000388,FS-000000002,EN-000001,AC-00001,2026-07-24T03:08:09,DESCENT,N2,56.64471447334987,pct
SR-000000000389,FS-000000002,EN-000001,AC-00001,2026-07-24T03:08:09,DESCENT,FUEL_FLOW,565.9393935962826,kg_h
SR-000000000390,FS-000000002,EN-000001,AC-00001,2026-07-24T03:08:09,DESCENT,OIL_TEMP,89.24068372465578,C
SR-000000000391,FS-000000002,EN-000001,AC-00001,2026-07-24T03:08:09,DESCENT,OIL_PRESSURE,56.98246868316721,psi
SR-000000000392,FS-000000002,EN-000001,AC-00001,2026-07-24T03:08:09,DESCENT,VIBRATION,1.3950840420770048,units_0_5
SR-000000000393,FS-000000002,EN-000002,AC-00001,2026-07-24T03:08:09,DESCENT,EGT,461.90906725745543,C
SR-000000000394,FS-000000002,EN-000002,AC-00001,2026-07-24T03:08:09,DESCENT,N1,50.23977349300307,pct
SR-000000000395,FS-000000002,EN-000002,AC-00001,2026-07-24T03:08:09,DESCENT,N2,65.11932388454174,pct
SR-000000000396,FS-000000002,EN-000002,AC-00001,2026-07-24T03:08:09,DESCENT,FUEL_FLOW,587.9768667634316,kg_h
SR-000000000397,FS-000000002,EN-000002,AC-00001,2026-07-24T03:08:09,DESCENT,OIL_TEMP,90.30240466729586,C
SR-000000000398,FS-000000002,EN-000002,AC-00001,2026-07-24T03:08:09,DESCENT,OIL_PRESSURE,49.17332919881501,psi
SR-000000000399,FS-000000002,EN-000002,AC-00001,2026-07-24T03:08:09,DESCENT,VIBRATION,1.4697974754831151,units_0_5
SR-000000000400,FS-000000002,,AC-00001,2026-07-24T03:08:09,DESCENT,APU_EGT,79.91749334924505,C
SR-000000000401,FS-000000002,,AC-00001,2026-07-24T03:08:09,DESCENT,CABIN_ALTITUDE,5447.350377816557,ft
SR-000000000402,FS-000000002,EN-000001,AC-00001,2026-07-24T03:28:00,APPROACH,EGT,475.55162165905864,C
SR-000000000403,FS-000000002,EN-000001,AC-00001,2026-07-24T03:28:00,APPROACH,N1,55.12738553657795,pct
SR-000000000404,FS-000000002,EN-000001,AC-00001,2026-07-24T03:28:00,APPROACH,N2,75.23008279209714,pct
SR-000000000405,FS-000000002,EN-000001,AC-00001,2026-07-24T03:28:00,APPROACH,FUEL_FLOW,654.0248080519036,kg_h
SR-000000000406,FS-000000002,EN-000001,AC-00001,2026-07-24T03:28:00,APPROACH,OIL_TEMP,82.12201165204729,C
SR-000000000407,FS-000000002,EN-000001,AC-00001,2026-07-24T03:28:00,APPROACH,OIL_PRESSURE,51.174358793688434,psi
SR-000000000408,FS-000000002,EN-000001,AC-00001,2026-07-24T03:28:00,APPROACH,VIBRATION,1.3493161673037999,units_0_5
SR-000000000409,FS-000000002,EN-000002,AC-00001,2026-07-24T03:28:00,APPROACH,EGT,460.3849133243061,C
SR-000000000410,FS-000000002,EN-000002,AC-00001,2026-07-24T03:28:00,APPROACH,N1,56.225236023769774,pct
SR-000000000411,FS-000000002,EN-000002,AC-00001,2026-07-24T03:28:00,APPROACH,N2,69.9576516850654,pct
SR-000000000412,FS-000000002,EN-000002,AC-00001,2026-07-24T03:28:00,APPROACH,FUEL_FLOW,512.017283695263,kg_h
SR-000000000413,FS-000000002,EN-000002,AC-00001,2026-07-24T03:28:00,APPROACH,OIL_TEMP,89.27020728547858,C
SR-000000000414,FS-000000002,EN-000002,AC-00001,2026-07-24T03:28:00,APPROACH,OIL_PRESSURE,51.1652705180416,psi
SR-000000000415,FS-000000002,EN-000002,AC-00001,2026-07-24T03:28:00,APPROACH,VIBRATION,1.2435297445091424,units_0_5
SR-000000000416,FS-000000002,,AC-00001,2026-07-24T03:28:00,APPROACH,APU_EGT,63.8878772828651,C
SR-000000000417,FS-000000002,,AC-00001,2026-07-24T03:28:00,APPROACH,CABIN_ALTITUDE,1929.9682155297573,ft
SR-000000000418,FS-000000002,EN-000001,AC-00001,2026-07-24T03:31:30,LANDING,EGT,315.9491115439975,C
SR-000000000419,FS-000000002,EN-000001,AC-00001,2026-07-24T03:31:30,LANDING,N1,38.806217822973274,pct
SR-000000000420,FS-000000002,EN-000001,AC-00001,2026-07-24T03:31:30,LANDING,N2,56.972090845277656,pct
SR-000000000421,FS-000000002,EN-000001,AC-00001,2026-07-24T03:31:30,LANDING,FUEL_FLOW,490.64890905380076,kg_h
SR-000000000422,FS-000000002,EN-000001,AC-00001,2026-07-24T03:31:30,LANDING,OIL_TEMP,,C
SR-000000000423,FS-000000002,EN-000001,AC-00001,2026-07-24T03:31:30,LANDING,OIL_PRESSURE,59.12281042123621,psi
SR-000000000424,FS-000000002,EN-000001,AC-00001,2026-07-24T03:31:30,LANDING,VIBRATION,1.3627090135900264,units_0_5
SR-000000000425,FS-000000002,EN-000002,AC-00001,2026-07-24T03:31:30,LANDING,EGT,360.6833515767133,C
SR-000000000426,FS-000000002,EN-000002,AC-00001,2026-07-24T03:31:30,LANDING,N1,,pct
SR-000000000427,FS-000000002,EN-000002,AC-00001,2026-07-24T03:31:30,LANDING,N2,62.65386681261784,pct
SR-000000000428,FS-000000002,EN-000002,AC-00001,2026-07-24T03:31:30,LANDING,FUEL_FLOW,429.6490700382699,kg_h
SR-000000000429,FS-000000002,EN-000002,AC-00001,2026-07-24T03:31:30,LANDING,OIL_TEMP,68.52250942895371,C
SR-000000000430,FS-000000002,EN-000002,AC-00001,2026-07-24T03:31:30,LANDING,OIL_PRESSURE,54.27764320988889,psi
SR-000000000431,FS-000000002,EN-000002,AC-00001,2026-07-24T03:31:30,LANDING,VIBRATION,1.2378597319202054,units_0_5
SR-000000000432,FS-000000002,,AC-00001,2026-07-24T03:31:30,LANDING,APU_EGT,45.40800375652041,C
SR-000000000433,FS-000000002,,AC-00001,2026-07-24T03:31:30,LANDING,CABIN_ALTITUDE,-224.30353613396565,ft
