work_order_id,maintenance_event_id,technician_id,fault_code_id,task_card_ref,description,labor_hours,opened_ts,closed_ts,status
WO-000000163,ME-00000096,TC-000008,,TC-00-008,Tâche de maintenance sans code défaut associé (inspection/investigation générale),5.3,2021-08-30T12:29:15,2021-08-30T17:49:33,CLOSED
WO-000000164,ME-00000096,TC-000008,,TC-00-009,Tâche de maintenance sans code défaut associé (inspection/investigation générale),16.4,2021-08-30T11:41:59,2021-08-31T04:05:50,CLOSED
WO-000000165,ME-00000097,TC-000006,FC-00015,TC-32-001,Corrosion détectée,2.1,2007-12-14T14:02:29,2007-12-14T16:07:11,CLOSED
WO-000000166,ME-00000097,TC-000011,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),3.2,2007-12-14T14:53:41,2007-12-14T18:06:36,CLOSED
WO-000000167,ME-00000098,TC-000015,FC-00014,TC-32-001,Anomalie structurelle mineure,12.1,2024-11-25T06:30:33,2024-11-25T18:37:56,CLOSED
WO-000000168,ME-00000098,TC-000015,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),4.6,2024-11-25T06:30:25,2024-11-25T11:03:48,CLOSED
WO-000000169,ME-00000099,TC-000013,FC-00014,TC-32-001,Anomalie structurelle mineure,7.1,2007-08-23T14:20:14,2007-08-23T21:28:22,CLOSED
WO-000000170,ME-00000099,TC-000013,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),7.0,2007-08-23T15:20:11,2007-08-23T22:21:59,CLOSED
WO-000000171,ME-00000100,TC-000011,FC-00015,TC-32-001,Corrosion détectée,3.3,2022-05-03T12:10:54,2022-05-03T15:29:55,CLOSED
WO-000000172,ME-00000100,TC-000011,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),0.5,2022-05-03T12:31:13,2022-05-03T17:33:54,CLOSED
WO-000000173,ME-00000100,TC-000011,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),1.1,2022-05-03T12:14:46,2022-05-03T13:18:30,CLOSED
WO-000000174,ME-00000101,TC-000007,FC-00014,TC-32-001,Anomalie structurelle mineure,3.9,2020-04-25T10:29:14,2020-04-25T11:32:40,CLOSED
WO-000000175,ME-00000102,TC-000010,FC-00015,TC-32-001,Corrosion détectée,1.5,2008-06-13T15:55:34,2008-06-13T17:24:37,CLOSED
WO-000000176,ME-00000103,TC-000003,FC-00014,TC-32-001,Anomalie structurelle mineure,1.3,2004-06-24T09:18:26,2004-06-24T10:37:51,CLOSED
WO-000000177,ME-00000104,TC-000014,,,Tâche de maintenance sans code défaut associé (inspection/investigation générale),2.3,2009-03-24T22:30:32,2009-03-25T00:51:23,CLOSED
WO-000000178,ME-00000104,TC-000014,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),5.8,2009-03-24T22:23:04,2009-03-25T04:08:25,CLOSED
WO-000000179,ME-00000105,TC-000010,FC-00014,TC-32-001,Anomalie structurelle mineure,7.5,2022-07-31T08:17:06,2022-07-31T15:47:50,CLOSED
WO-000000180,ME-00000106,TC-000003,FC-00015,TC-32-001,Corrosion détectée,1.3,2023-12-20T17:21:43,2023-12-20T18:39:08,CLOSED
WO-000000181,ME-00000107,TC-000006,FC-00015,TC-32-001,Corrosion détectée,7.4,2013-12-10T14:48:45,2013-12-10T22:11:51,CLOSED
WO-000000182,ME-00000107,TC-000011,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),29.4,2013-12-10T14:50:11,2013-12-11T20:12:18,CLOSED
WO-000000183,ME-00000107,TC-000012,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),11.7,2013-12-10T15:28:02,2013-12-11T03:11:41,CLOSED
WO-000000184,ME-00000107,TC-000015,,TC-00-004,Tâche de maintenance sans code défaut associé (inspection/investigation générale),17.0,2013-12-10T14:43:57,2013-12-11T07:42:01,CLOSED
WO-000000185,ME-00000107,TC-000007,,TC-00-005,Tâche de maintenance sans code défaut associé (inspection/investigation générale),22.3,2013-12-10T15:21:15,2013-12-11T13:36:55,CLOSED
WO-000000186,ME-00000108,TC-000005,FC-00017,TC-34-001,Perte de communication intermittente,2.7,2016-01-13T05:59:07,2016-01-13T08:39:26,CLOSED
WO-000000187,ME-00000109,TC-000007,FC-00020,TC-45-001,Perte de communication intermittente,6.8,2021-10-13T19:24:39,2021-10-14T02:11:02,CLOSED
WO-000000188,ME-00000109,TC-000007,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),46.0,2021-10-13T19:21:22,2021-10-13T23:57:40,CLOSED
WO-000000189,ME-00000109,TC-000007,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),2.3,2021-10-13T20:24:21,2021-10-13T22:43:17,CLOSED
WO-000000190,ME-00000110,TC-000007,FC-00022,TC-45-001,Message CFDS répétitif,1.5,2024-06-29T06:15:38,2024-06-29T07:46:13,CLOSED
WO-000000191,ME-00000111,TC-000013,FC-00019,TC-34-001,Message CFDS répétitif,17.0,2020-12-13T17:55:25,2020-12-13T19:36:03,CLOSED
WO-000000192,ME-00000112,TC-000001,FC-00022,TC-45-001,Message CFDS répétitif,2.6,2020-10-21T06:29:56,2020-10-21T09:07:25,CLOSED
WO-000000193,ME-00000113,TC-000011,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),1.9,2015-02-27T09:30:29,2015-02-27T11:24:14,CLOSED
WO-000000194,ME-00000114,TC-000012,FC-00021,TC-45-001,Erreur de calibration capteur,11.9,2020-09-14T10:39:15,2020-09-14T22:31:28,CLOSED
WO-000000195,ME-00000114,TC-000007,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),6.9,2020-09-14T10:55:04,2020-09-14T17:49:11,CLOSED
WO-000000196,ME-00000114,TC-000012,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),8.4,2020-09-14T10:42:12,2020-09-14T19:05:24,CLOSED
WO-000000197,ME-00000114,TC-000005,,TC-00-004,Tâche de maintenance sans code défaut associé (inspection/investigation générale),16.4,2020-09-14T11:22:56,2020-09-15T03:47:00,CLOSED
WO-000000198,ME-00000114,TC-000007,,TC-00-005,Tâche de maintenance sans code défaut associé (inspection/investigation générale),14.4,2020-09-14T11:16:01,2020-09-15T01:37:49,CLOSED
WO-000000199,ME-00000114,TC-000015,,TC-00-006,Tâche de maintenance sans code défaut associé (inspection/investigation générale),9.4,2020-09-14T11:22:12,2020-09-14T20:48:17,CLOSED
WO-000000200,ME-00000114,TC-000003,,TC-00-007,Tâche de maintenance sans code défaut associé (inspection/investigation générale),10.3,2020-09-14T11:21:01,2020-09-14T21:39:42,CLOSED
WO-000000201,ME-00000114,TC-000005,,TC-00-008,Tâche de maintenance sans code défaut associé (inspection/investigation générale),17.0,2020-09-14T11:27:36,2020-09-15T04:30:24,CLOSED
WO-000000202,ME-00000115,TC-000001,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),2.7,2012-04-08T22:57:43,2012-04-09T00:31:33,CLOSED
WO-000000203,ME-00000116,TC-000006,FC-00021,TC-45-001,Erreur de calibration capteur,4.3,2001-11-29T00:27:56,2001-11-29T04:46:12,CLOSED
WO-000000204,ME-00000116,TC-000006,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),4.2,2001-11-29T01:00:20,2001-11-29T05:13:27,CLOSED
WO-000000205,ME-00000116,TC-000006,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),5.1,2001-11-29T00:51:19,2001-11-29T05:59:20,CLOSED
WO-000000206,ME-00000117,TC-000010,,,Tâche de maintenance sans code défaut associé (inspection/investigation générale),1.8,2020-04-06T16:09:49,2020-04-06T17:56:28,CLOSED
WO-000000207,ME-00000117,TC-000012,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),3.2,2020-04-06T17:01:59,2020-04-06T20:16:24,CLOSED
WO-000000208,ME-00000118,TC-000011,FC-00019,TC-34-001,Message CFDS répétitif,2.9,2024-09-27T13:09:01,2024-09-27T16:04:50,CLOSED
WO-000000209,ME-00000118,TC-000011,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),3.3,2024-09-27T13:39:56,2024-09-27T16:59:27,CLOSED
WO-000000210,ME-00000119,TC-000005,FC-00018,TC-34-001,Erreur de calibration capteur,0.8,2022-02-18T15:06:44,2022-02-18T15:55:05,CLOSED
WO-000000211,ME-00000120,TC-000009,FC-00020,TC-45-001,Perte de communication intermittente,3.8,2015-05-07T20:10:36,2015-05-07T23:57:08,CLOSED
WO-000000212,ME-00000120,TC-000007,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),3.0,2015-05-07T21:07:33,2015-05-08T00:05:43,CLOSED
WO-000000213,ME-00000120,TC-000015,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),4.9,2015-05-07T20:10:36,2015-05-08T01:07:16,CLOSED
WO-000000214,ME-00000121,TC-000012,FC-00018,TC-34-001,Erreur de calibration capteur,2.5,2020-01-26T07:39:54,2020-01-26T10:08:01,CLOSED
WO-000000215,ME-00000122,TC-000003,FC-00022,TC-45-001,Message CFDS répétitif,3.9,2011-03-11T18:39:04,2011-03-11T22:33:04,CLOSED
WO-000000216,ME-00000123,TC-000001,FC-00022,TC-45-001,Message CFDS répétitif,1.4,2006-08-10T19:39:04,2006-08-10T21:00:22,CLOSED
WO-000000217,ME-00000124,TC-000011,FC-00022,TC-45-001,Message CFDS répétitif,1.2,2005-12-06T11:28:51,2005-12-06T12:40:29,CLOSED
WO-000000218,ME-00000125,TC-000006,FC-00019,TC-34-001,Message CFDS répétitif,6.0,2016-05-02T20:09:49,2016-05-03T02:12:18,CLOSED
WO-000000219,ME-00000125,TC-000002,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),3.6,2016-05-02T19:56:51,2016-05-02T23:30:47,CLOSED
WO-000000220,ME-00000126,TC-000010,FC-00018,TC-34-001,Erreur de calibration capteur,7.2,2012-06-09T12:05:07,2012-06-09T19:14:28,CLOSED
WO-000000221,ME-00000126,TC-000010,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),20.9,2012-06-09T11:53:05,2012-06-10T08:50:05,CLOSED
WO-000000222,ME-00000126,TC-000002,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),8.2,2012-06-09T12:35:16,2012-06-09T20:44:59,CLOSED
WO-000000223,ME-00000127,TC-000004,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),6.8,2008-09-22T14:20:45,2008-09-22T21:08:36,CLOSED
WO-000000224,ME-00000127,TC-000014,,TC-00-002,Tâc,12.2,2008-09-22T14:54:04,2008-09-23T03:05:28,CLOSED
WO-000000225,ME-00000128,TC-000014,FC-00018,TC-34-001,Erreur de calibration capteur,3.2,2024-01-23T04:07:10,2024-01-23T07:21:27,CLOSED
WO-000000226,ME-00000128,TC-000006,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),6.7,2024-01-23T04:05:51,2024-01-23T10:45:35,CLOSED
WO-000000227,ME-00000128,TC-000006,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),5.4,2024-01-23T05:00:53,2024-01-23T10:27:51,CLOSED
WO-000000228,ME-00000129,TC-000006,FC-00018,TC-34-001,Erreur de calibration capteur,5.7,2017-01-01T16:04:01,2017-01-01T21:47:50,CLOSED
WO-000000229,ME-00000129,TC-000006,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),17.0,2017-01-01T16:48:56,2017-01-02T09:50:18,CLOSED
WO-000000230,ME-00000130,TC-000003,FC-00020,TC-45-001,Perte de communication intermittente,4.4,2009-07-09T04:48:09,2009-07-09T06:15:32,CLOSED
WO-000000231,ME-00000131,TC-000005,FC-00018,TC-34-001,Erreur de calibration capteur,10.3,2023-01-28T05:50:04,2023-01-28T16:05:57,CLOSED
WO-000000232,ME-00000131,TC-000014,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),2.7,2023-01-28T05:27:22,2023-01-28T08:09:16,CLOSED
WO-000000233,ME-00000132,TC-000015,FC-00022,TC-45-001,Message CFDS répétitif,5.4,2023-10-14T19:53:23,2023-10-15T01:19:38,CLOSED
WO-000000234,ME-00000132,TC-000015,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),6.2,2023-10-14T20:47:49,2023-10-15T03:01:20,CLOSED
WO-000000235,ME-00000133,TC-000008,FC-00019,TC-34-001,Message CFDS répétitif,1.5,2013-07-10T07:33:42,2013-07-10T09:01:02,CLOSED
WO-000000236,ME-00000134,TC-000009,FC-00018,TC-34-001,Erreur de calibration capteur,7.8,2015-06-10T06:59:17,2015-06-10T08:24:42,CLOSED
WO-000000237,ME-00000135,TC-000013,FC-00019,TC-34-001,Message CFDS répétitif,4.0,2002-02-19T21:25:14,2002-02-20T01:27:15,CLOSED
WO-000000238,ME-00000136,TC-000015,FC-00020,TC-45-001,Perte de communication intermittente,76.0,2026-02-13T15:26:50,2026-02-13T23:03:54,CLOSED
WO-000000239,ME-00000137,TC-000008,FC-00005,TC-24-001,Défaut d'isolement,1.9,2010-07-29T13:29:19,2010-07-29T15:21:56,CLOSED
WO-000000240,ME-00000138,TC-000014,FC-00004,TC-24-001,Disjoncteur déclenché de façon répétée,0.8,2012-06-24T20:00:38,2012-06-24T20:50:13,CLOSED
WO-000000241,ME-00000139,TC-000004,FC-00005,TC-24-001,Défaut d'isolement,5.3,2004-08-19T06:47:02,2004-08-19T12:02:04,CLOSED
WO-000000242,ME-00000139,TC-000011,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),1.8,2004-08-19T07:37:57,2004-08-19T09:25:36,CLOSED
WO-000000243,ME-00000139,TC-000013,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),2.5,2004-08-19T06:58:16,2004-08-19T09:27:41,CLOSED
WO-000000244,ME-00000140,TC-000003,FC-00005,TC-24-001,Défaut d'isolement,3.7,2017-07-10T09:35:05,2017-07-10T13:19:39,CLOSED
WO-000000245,ME-00000141,TC-000003,FC-00005,TC-24-001,Défaut d'isolement,12.1,2009-09-24T11:11:36,2009-09-24T23:17:41,CLOSED
WO-000000246,ME-00000141,TC-000003,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),18.8,2009-09-24T11:15:17,2009-09-25T06:05:39,CLOSED
WO-000000247,ME-00000141,TC-000003,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),28.3,2009-09-24T11:41:19,2009-09-25T15:56:57,CLOSED
WO-000000248,ME-00000141,TC-000003,,TC-00-004,Tâche de maintenance sans code défaut associé (inspection/investigation générale),21.4,2009-09-24T10:56:53,2009-09-25T08:22:16,CLOSED
WO-000000249,ME-00000142,TC-000009,FC-00005,TC-24-001,Défaut d'isolement,18.0,2005-03-03T21:42:12,2005-03-03T23:32:19,CLOSED
WO-000000250,ME-00000143,TC-000010,FC-00005,TC-24-001,Défaut d'isolement,0.9,2024-04-19T04:40:09,2024-04-19T05:34:47,CLOSED
WO-000000251,ME-00000144,TC-000003,FC-00005,TC-24-001,Défaut d'isolement,9.2,2018-03-13T00:33:46,2018-03-13T09:43:18,CLOSED
WO-000000252,ME-00000144,TC-000003,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),3.3,2018-03-13T00:57:00,2018-03-13T04:15:26,CLOSED
WO-000000253,ME-00000144,TC-000003,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),3.6,2018-03-13T01:26:30,2018-03-13T05:01:41,CLOSED
WO-000000254,ME-00000145,TC-000011,FC-00005,TC-24-001,Défaut d'isolement,2.1,2021-03-09T02:59:06,2021-03-09T05:04:10,CLOSED
WO-000000255,ME-00000146,TC-000014,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),2.0,2025-08-06T17:00:46,2025-08-06T18:42:40,CLOSED
WO-000000256,ME-00000147,TC-000005,FC-00005,TC-24-001,Défaut d'isolement,1.5,2023-03-16T20:51:59,2023-03-16T22:24:23,CLOSED
WO-000000257,ME-00000148,TC-000005,FC-00004,TC-24-001,Disjoncteur déclenché de façon répétée,3.9,2013-03-04T12:15:15,2013-03-04T16:08:28,CLOSED
WO-000000258,ME-00000148,TC-000005,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),1.9,2013-03-04T13:25:19,2013-03-04T15:16:35,CLOSED
WO-000000259,ME-00000149,TC-000013,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),1.7,2005-04-27T12:32:02,2005-04-27T14:11:25,CLOSED
WO-000000260,ME-00000149,TC-000013,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),6.3,2005-04-27T12:39:13,2005-04-27T18:55:56,CLOSED
WO-000000261,ME-00000149,TC-000013,,TC-00-003,Tâc,5.2,2005-04-27T13:18:20,2005-04-27T18:27:37,CLOSED
WO-000000262,ME-00000150,TC-000012,FC-00004,TC-24-001,Disjoncteur déclenché de façon répétée,2.2,2026-05-29T15:12:00,2026-05-29T17:26:12,CLOSED
WO-000000263,ME-00000151,TC-000008,FC-00005,TC-24-001,Défaut d'isolement,3.3,2024-03-06T01:01:09,2024-03-06T04:21:32,CLOSED
WO-000000264,ME-00000151,TC-000006,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),3.6,2024-03-06T02:18:41,2024-03-06T05:52:56,CLOSED
WO-000000265,ME-00000152,TC-000011,FC-00004,TC-24-001,Disjoncteur déclenché de façon répétée,16.0,2011-12-10T06:42:50,2011-12-10T08:19:16,CLOSED
WO-000000266,ME-00000152,TC-000011,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),2.2,2011-12-10T07:20:06,2011-12-10T09:34:30,CLOSED
WO-000000267,ME-00000153,TC-000003,FC-00005,TC-24-001,Défaut d'isolement,1.2,2015-01-28T03:08:40,2015-01-28T04:19:44,CLOSED
WO-000000268,ME-00000154,TC-000007,FC-00004,TC-24-001,Disjoncteur déclenché de façon répétée,11.9,2020-05-02T09:51:23,2020-05-02T21:46:42,CLOSED
WO-000000269,ME-00000154,TC-000002,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),11.2,2020-05-02T09:50:19,2020-05-02T21:04:29,CLOSED
WO-000000270,ME-00000154,TC-000007,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),14.5,2020-05-02T10:14:16,2020-05-03T00:41:33,CLOSED
WO-000000271,ME-00000154,TC-000010,,TC-00-004,Tâche de maintenance sans code défaut associé (inspection/investigation générale),28.3,2020-05-02T10:18:27,2020-05-03T14:39:01,CLOSED
WO-000000272,ME-00000154,TC-000010,,TC-00-005,Tâche de maintenance sans code défaut associé (inspection/investigation générale),12.9,2020-05-02T09:52:32,2020-05-02T22:46:28,CLOSED
WO-000000273,ME-00000154,TC-000010,,TC-00-006,Tâche de maintenance sans code défaut associé (inspection/investigation générale),14.3,2020-05-02T10:28:34,2020-05-03T00:46:26,CLOSED
WO-000000274,ME-00000154,TC-000007,,TC-00-007,Tâche de maintenance sans code défaut associé (inspection/investigation générale),8.0,2020-05-02T10:03:21,2020-05-02T18:02:07,CLOSED
WO-000000275,ME-00000154,TC-000002,,TC-00-008,Tâche de maintenance sans code défaut associé (inspection/investigation générale),16.9,2020-05-02T09:57:34,2020-05-03T02:50:46,CLOSED
WO-000000276,ME-00000154,TC-000002,,,Tâche de maintenance sans code défaut associé (inspection/investigation générale),5.6,2020-05-02T10:22:30,2020-05-02T15:58:46,CLOSED
WO-000000277,ME-00000155,TC-000003,FC-00004,TC-24-001,Disjoncteur déclenché de façon répétée,3.9,2011-06-13T11:02:02,2011-06-13T14:54:38,CLOSED
WO-000000278,ME-00000156,TC-000003,FC-00005,TC-24-001,Défaut d'isolement,1.5,2025-08-23T18:26:47,2025-08-23T19:55:02,CLOSED
WO-000000279,ME-00000157,TC-000012,FC-00004,TC-24-001,Disjoncteur déclenché de façon répétée,0.9,2023-10-27T06:17:54,2023-10-27T07:14:32,CLOSED
WO-000000280,ME-00000158,TC-000011,FC-00004,TC-24-001,Disjoncteur déclenché de façon répétée,10.5,2013-02-19T01:29:34,2013-02-19T11:58:55,CLOSED
WO-000000281,ME-00000158,TC-000009,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),5.0,2013-02-19T02:17:47,2013-02-19T07:16:22,CLOSED
WO-000000282,ME-00000159,TC-000013,FC-00004,TC-24-001,Disjoncteur déclenché de façon répétée,7.3,2011-05-24T10:01:38,2011-05-24T17:17:20,CLOSED
WO-000000283,ME-00000159,TC-000013,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),14.7,2011-05-24T10:10:57,2011-05-25T00:50:36,CLOSED
WO-000000284,ME-00000159,TC-000013,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),15.6,2011-05-24T10:30:55,2011-05-25T02:05:35,CLOSED
WO-000000285,ME-00000159,TC-000013,,TC-00-004,Tâche de maintenance sans code défaut associé (inspection/investigation générale),20.9,2011-05-24T10:29:49,2011-05-25T07:22:01,CLOSED
WO-000000286,ME-00000159,TC-000013,,TC-00-005,Tâche de maintenance sans code défaut associé (inspection/investigation générale),9.6,2011-05-24T10:25:13,2011-05-24T19:59:40,CLOSED
WO-000000287,ME-00000159,TC-000013,,TC-00-006,Tâche de maintenance sans code défaut associé (inspection/investigation générale),12.1,2011-05-24T10:52:56,2011-05-24T23:00:37,CLOSED
WO-000000288,ME-00000159,TC-000013,,TC-00-007,Tâche de maintenance sans code défaut associé (inspection/investigation générale),16.8,2011-05-24T11:13:19,2011-05-25T04:02:48,CLOSED
WO-000000289,ME-00000159,TC-000013,,TC-00-008,Tâche de maintenance sans code défaut associé (inspection/investigation générale),19.4,2011-05-24T10:45:14,2011-05-25T06:09:03,CLOSED
WO-000000290,ME-00000160,TC-000013,,TC-00-001,Tâc,7.4,2007-12-07T07:54:06,2007-12-07T15:17:26,CLOSED
WO-000000291,ME-00000160,TC-000013,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),6.7,2007-12-07T07:54:46,2007-12-07T14:39:45,CLOSED
WO-000000292,ME-00000160,TC-000015,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),11.4,2007-12-07T08:44:10,2007-12-07T20:11:02,CLOSED
WO-000000293,ME-00000161,TC-000015,FC-00005,TC-24-001,Défaut d'isolement,1.6,2011-01-09T19:58:00,2011-01-09T21:33:20,CLOSED
WO-000000294,ME-00000162,TC-000008,FC-00010,TC-28-001,Corrosion détectée,0.6,2021-11-27T07:15:04,2021-11-27T07:49:09,CLOSED
WO-000000295,ME-00000163,TC-000015,FC-00009,TC-28-001,Anomalie structurelle mineure,1.4,2012-01-10T03:03:01,2012-01-10T04:24:32,CLOSED
WO-000000296,ME-00000163,TC-000015,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),1.3,2012-01-10T03:54:44,2012-01-10T05:09:56,CLOSED
WO-000000297,ME-00000164,TC-000011,FC-00011,TC-28-001,Jeu excessif constaté,2.4,2020-01-22T10:59:57,2020-01-22T13:24:43,CLOSED
WO-000000298,ME-00000165,TC-000005,FC-00009,TC-28-001,Anomalie structurelle mineure,17.0,2017-04-19T23:17:16,2017-04-20T00:57:42,CLOSED
WO-000000299,ME-00000166,TC-000011,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),5.7,2006-05-20T19:11:59,2006-05-21T00:55:20,CLOSED
WO-000000300,ME-00000167,TC-000013,FC-00011,TC-28-001,Jeu excessif constaté,4.1,2009-07-05T03:03:19,2009-07-05T07:09:01,CLOSED
WO-000000301,ME-00000167,TC-000013,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),6.9,2009-07-05T02:52:38,2009-07-05T09:45:44,CLOSED
WO-000000302,ME-00000168,TC-000013,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),0.7,2014-04-26T20:10:52,2014-04-26T20:55:35,CLOSED
WO-000000303,ME-00000169,TC-000001,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),2.0,2018-08-08T09:48:39,2018-08-08T11:49:50,CLOSED
WO-000000304,ME-00000169,TC-000003,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),3.2,2018-08-08T09:28:10,2018-08-08T12:37:52,CLOSED
WO-000000305,ME-00000170,TC-000007,FC-00006,TC-27-001,Anomalie structurelle mineure,4.6,2021-10-20T16:49:34,2021-10-20T21:25:14,CLOSED
WO-000000306,ME-00000170,TC-000014,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),3.6,2021-10-20T16:40:43,2021-10-20T20:18:07,CLOSED
WO-000000307,ME-00000170,TC-000015,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),3.0,2021-10-20T16:34:21,2021-10-20T19:32:27,CLOSED
WO-000000308,ME-00000171,TC-000005,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),1.8,2025-06-01T03:06:39,2025-06-01T04:28:45,CLOSED
WO-000000309,ME-00000172,TC-000003,,TC-00-001,,2.0,2015-08-03T12:42:32,2015-08-03T14:39:59,CLOSED
WO-000000310,ME-00000173,TC-000012,FC-00008,TC-27-001,Jeu excessif constaté,0.4,2023-11-23T06:00:20,2023-11-23T06:23:21,CLOSED
WO-000000311,ME-00000174,TC-000014,FC-00007,TC-27-001,Corrosion détectée,16.1,2019-03-31T14:21:50,2019-04-01T06:28:10,CLOSED
WO-000000312,ME-00000174,TC-000007,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),3.8,2019-03-31T14:30:32,2019-03-31T18:20:12,CLOSED
WO-000000313,ME-00000174,TC-000008,,TC-00-003,Tâche de maintenance sans code défaut associé (inspection/investigation générale),8.4,2019-03-31T15:27:29,2019-03-31T23:51:32,CLOSED
WO-000000314,ME-00000175,TC-000014,,TC-00-001,Tâche de maintenance sans code défaut associé (inspection/investigation générale),8.6,2018-04-22T13:07:11,2018-04-22T21:44:15,CLOSED
WO-000000315,ME-00000175,TC-000004,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),4.6,2018-04-22T12:26:34,2018-04-22T17:05:10,CLOSED
WO-000000316,ME-00000176,TC-000003,FC-00008,TC-27-001,Jeu excessif constaté,0.8,2025-08-16T15:51:36,2025-08-16T16:36:43,CLOSED
WO-000000317,ME-00000177,TC-000008,FC-00006,TC-27-001,Anomalie structurelle mineure,2.7,2017-10-14T22:59:02,2017-10-15T01:38:47,CLOSED
WO-000000318,ME-00000178,TC-000003,FC-00007,TC-27-001,Corrosion détectée,3.1,2005-04-06T17:49:23,2005-04-06T20:56:05,CLOSED
WO-000000319,ME-00000179,TC-000011,FC-00007,TC-27-001,Corrosion détectée,13.6,2016-02-20T07:09:41,2016-02-20T09:44:53,CLOSED
WO-000000320,ME-00000179,TC-000011,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),2.2,2016-02-20T07:16:03,2016-02-20T09:27:58,CLOSED
WO-000000321,ME-00000180,TC-000011,FC-00006,TC-27-001,Anomalie structurelle mineure,2.9,2016-11-30T16:15:43,2016-11-30T19:11:55,CLOSED
WO-000000322,ME-00000180,TC-000011,,TC-00-002,Tâche de maintenance sans code défaut associé (inspection/investigation générale),4.0,2016-11-30T16:48:16,2016-11-30T19:20:51,CLOSED
WO-000000323,ME-00000181,TC-000007,FC-00003,TC-21-001,Jeu excessif constaté,1.8,2022-05-28T09:18:41,2022-05-28T11:05:18,CLOSED
