sensor_reading_id,quality_flag
SR-000000000741,NOISE_INJECTED
SR-000000000742,NOISE_INJECTED
SR-000000000743,NOISE_INJECTED
SR-000000000744,NOISE_INJECTED
SR-000000000745,NOISE_INJECTED
SR-000000000746,NOISE_INJECTED
SR-000000000747,NOISE_INJECTED
SR-000000000748,NOISE_INJECTED
SR-000000000749,NOISE_INJECTED
SR-000000000750,NOISE_INJECTED
SR-000000000751,NOISE_INJECTED
SR-000000000752,NOISE_INJECTED
SR-000000000753,NOISE_INJECTED
SR-000000000754,NOISE_INJECTED
SR-000000000755,NOISE_INJECTED
SR-000000000756,NOISE_INJECTED
SR-000000000757,NOISE_INJECTED
SR-000000000758,NOISE_INJECTED
SR-000000000759,NOISE_INJECTED
SR-000000000760,NOISE_INJECTED
SR-000000000761,NOISE_INJECTED
SR-000000000762,NOISE_INJECTED
SR-000000000763,NOISE_INJECTED
SR-000000000764,NOISE_INJECTED
SR-000000000765,NOISE_INJECTED
SR-000000000766,NOISE_INJECTED
SR-000000000767,NOISE_INJECTED
SR-000000000768,NOISE_INJECTED
SR-000000000769,NOISE_INJECTED
SR-000000000770,NOISE_INJECTED
SR-000000000771,NOISE_INJECTED
SR-000000000772,NOISE_INJECTED
SR-000000000773,NOISE_INJECTED
SR-000000000774,NOISE_INJECTED
SR-000000000775,NOISE_INJECTED
SR-000000000776,NOISE_INJECTED
SR-000000000777,NOISE_INJECTED
SR-000000000778,NOISE_INJECTED
SR-000000000779,NOISE_INJECTED
SR-000000000780,NOISE_INJECTED
SR-000000000781,NOISE_INJECTED
SR-000000000782,NOISE_INJECTED
SR-000000000783,NOISE_INJECTED
SR-000000000784,NOISE_INJECTED
SR-000000000785,NOISE_INJECTED
SR-000000000786,NOISE_INJECTED
SR-000000000787,NOISE_INJECTED
SR-000000000788,NOISE_INJECTED
SR-000000000789,NOISE_INJECTED
SR-000000000790,NOISE_INJECTED
SR-000000000791,MISSING
SR-000000000792,NOISE_INJECTED
SR-000000000793,NOISE_INJECTED
SR-000000000794,NOISE_INJECTED
SR-000000000795,NOISE_INJECTED
SR-000000000796,NOISE_INJECTED
SR-000000000797,NOISE_INJECTED
SR-000000000798,NOISE_INJECTED
SR-000000000799,NOISE_INJECTED
SR-000000000800,NOISE_INJECTED
SR-000000000801,NOISE_INJECTED
SR-000000000802,NOISE_INJECTED
SR-000000000803,NOISE_INJECTED
SR-000000000804,NOISE_INJECTED
SR-000000000805,NOISE_INJECTED
SR-000000000806,NOISE_INJECTED
SR-000000000807,NOISE_INJECTED
SR-000000000808,NOISE_INJECTED
SR-000000000809,NOISE_INJECTED
SR-000000000810,NOISE_INJECTED
SR-000000000811,NOISE_INJECTED
SR-000000000812,NOISE_INJECTED
SR-000000000813,NOISE_INJECTED
SR-000000000814,NOISE_INJECTED
SR-000000000815,NOISE_INJECTED
SR-000000000816,NOISE_INJECTED
SR-000000000817,NOISE_INJECTED
SR-000000000818,NOISE_INJECTED
SR-000000000819,NOISE_INJECTED
SR-000000000820,NOISE_INJECTED
SR-000000000821,NOISE_INJECTED
SR-000000000822,NOISE_INJECTED
SR-000000000823,NOISE_INJECTED
SR-000000000824,NOISE_INJECTED
SR-000000000825,NOISE_INJECTED
SR-000000000826,NOISE_INJECTED
SR-000000000827,NOISE_INJECTED
SR-000000000828,NOISE_INJECTED
SR-000000000829,NOISE_INJECTED
SR-000000000830,NOISE_INJECTED
SR-000000000831,NOISE_INJECTED
SR-000000000832,NOISE_INJECTED
SR-000000000833,NOISE_INJECTED
SR-000000000834,NOISE_INJECTED
SR-000000000835,NOISE_INJECTED
SR-000000000836,NOISE_INJECTED
SR-000000000837,NOISE_INJECTED
SR-000000000838,NOISE_INJECTED
SR-000000000839,NOISE_INJECTED
SR-000000000840,NOISE_INJECTED
SR-000000000841,NOISE_INJECTED
SR-000000000842,NOISE_INJECTED
SR-000000000843,NOISE_INJECTED
SR-000000000844,NOISE_INJECTED
SR-000000000845,NOISE_INJECTED
SR-000000000846,NOISE_INJECTED
SR-000000000847,NOISE_INJECTED
SR-000000000848,NOISE_INJECTED
SR-000000000849,NOISE_INJECTED
SR-000000000850,NOISE_INJECTED
SR-000000000851,NOISE_INJECTED
SR-000000000852,NOISE_INJECTED
SR-000000000853,NOISE_INJECTED
SR-000000000854,NOISE_INJECTED
SR-000000000855,NOISE_INJECTED
SR-000000000856,NOISE_INJECTED
SR-000000000857,NOISE_INJECTED
SR-000000000858,NOISE_INJECTED
SR-000000000859,NOISE_INJECTED
SR-000000000860,NOISE_INJECTED
SR-000000000861,NOISE_INJECTED
SR-000000000862,NOISE_INJECTED
SR-000000000863,NOISE_INJECTED
SR-000000000864,NOISE_INJECTED
SR-000000000865,NOISE_INJECTED
SR-000000000866,NOISE_INJECTED
SR-000000000867,NOISE_INJECTED
SR-000000000868,NOISE_INJECTED
SR-000000000869,NOISE_INJECTED
SR-000000000870,NOISE_INJECTED
SR-000000000871,NOISE_INJECTED
SR-000000000872,NOISE_INJECTED
SR-000000000873,NOISE_INJECTED
SR-000000000874,NOISE_INJECTED
SR-000000000875,NOISE_INJECTED
SR-000000000876,NOISE_INJECTED
SR-000000000877,NOISE_INJECTED
SR-000000000878,NOISE_INJECTED
SR-000000000879,NOISE_INJECTED
SR-000000000880,NOISE_INJECTED
SR-000000000881,NOISE_INJECTED
SR-000000000882,NOISE_INJECTED
SR-000000000883,NOISE_INJECTED
SR-000000000884,NOISE_INJECTED
SR-000000000885,NOISE_INJECTED
SR-000000000886,NOISE_INJECTED
SR-000000000887,NOISE_INJECTED
SR-000000000888,NOISE_INJECTED
SR-000000000889,NOISE_INJECTED
SR-000000000890,NOISE_INJECTED
SR-000000000891,NOISE_INJECTED
SR-000000000892,NOISE_INJECTED
SR-000000000893,NOISE_INJECTED
SR-000000000894,NOISE_INJECTED
SR-000000000895,NOISE_INJECTED
SR-000000000896,NOISE_INJECTED
SR-000000000897,NOISE_INJECTED
SR-000000000898,NOISE_INJECTED
SR-000000000899,NOISE_INJECTED
SR-000000000900,NOISE_INJECTED
SR-000000000901,DRIFTED
SR-000000000902,NOISE_INJECTED
SR-000000000903,DRIFTED
SR-000000000904,NOISE_INJECTED
SR-000000000905,NOISE_INJECTED
SR-000000000906,NOISE_INJECTED
SR-000000000907,MISSING
SR-000000000908,NOISE_INJECTED
SR-000000000909,NOISE_INJECTED
SR-000000000910,NOISE_INJECTED
SR-000000000911,NOISE_INJECTED
SR-000000000912,NOISE_INJECTED
SR-000000000913,NOISE_INJECTED
SR-000000000914,NOISE_INJECTED
SR-000000000915,NOISE_INJECTED
SR-000000000916,NOISE_INJECTED
SR-000000000917,DRIFTED
SR-000000000918,NOISE_INJECTED
SR-000000000919,DRIFTED
SR-000000000920,NOISE_INJECTED
SR-000000000921,NOISE_INJECTED
SR-000000000922,NOISE_INJECTED
SR-000000000923,NOISE_INJECTED
SR-000000000924,NOISE_INJECTED
SR-000000000925,NOISE_INJECTED
SR-000000000926,NOISE_INJECTED
SR-000000000927,NOISE_INJECTED
SR-000000000928,NOISE_INJECTED
SR-000000000929,NOISE_INJECTED
SR-000000000930,NOISE_INJECTED
SR-000000000931,NOISE_INJECTED
SR-000000000932,NOISE_INJECTED
SR-000000000933,DRIFTED
SR-000000000934,NOISE_INJECTED
SR-000000000935,DRIFTED
SR-000000000936,NOISE_INJECTED
SR-000000000937,NOISE_INJECTED
SR-000000000938,NOISE_INJECTED
SR-000000000939,NOISE_INJECTED
SR-000000000940,NOISE_INJECTED
SR-000000000941,NOISE_INJECTED
SR-000000000942,NOISE_INJECTED
SR-000000000943,NOISE_INJECTED
SR-000000000944,NOISE_INJECTED
SR-000000000945,NOISE_INJECTED
SR-000000000946,NOISE_INJECTED
SR-000000000947,NOISE_INJECTED
SR-000000000948,NOISE_INJECTED
SR-000000000949,DRIFTED
SR-000000000950,NOISE_INJECTED
SR-000000000951,DRIFTED
SR-000000000952,NOISE_INJECTED
SR-000000000953,NOISE_INJECTED
SR-000000000954,NOISE_INJECTED
SR-000000000955,NOISE_INJECTED
SR-000000000956,NOISE_INJECTED
SR-000000000957,NOISE_INJECTED
SR-000000000958,NOISE_INJECTED
SR-000000000959,NOISE_INJECTED
SR-000000000960,NOISE_INJECTED
SR-000000000961,NOISE_INJECTED
SR-000000000962,NOISE_INJECTED
SR-000000000963,NOISE_INJECTED
SR-000000000964,NOISE_INJECTED
SR-000000000965,DRIFTED
SR-000000000966,NOISE_INJECTED
SR-000000000967,DRIFTED
SR-000000000968,NOISE_INJECTED
SR-000000000969,NOISE_INJECTED
SR-000000000970,NOISE_INJECTED
SR-000000000971,NOISE_INJECTED
SR-000000000972,NOISE_INJECTED
SR-000000000973,NOISE_INJECTED
SR-000000000974,NOISE_INJECTED
SR-000000000975,NOISE_INJECTED
SR-000000000976,NOISE_INJECTED
SR-000000000977,NOISE_INJECTED
SR-000000000978,NOISE_INJECTED
SR-000000000979,NOISE_INJECTED
SR-000000000980,MISSING
SR-000000000981,MISSING
SR-000000000982,NOISE_INJECTED
SR-000000000983,DRIFTED
SR-000000000984,NOISE_INJECTED
SR-000000000985,NOISE_INJECTED
SR-000000000986,NOISE_INJECTED
SR-000000000987,NOISE_INJECTED
SR-000000000988,NOISE_INJECTED
SR-000000000989,NOISE_INJECTED
SR-000000000990,NOISE_INJECTED
SR-000000000991,NOISE_INJECTED
SR-000000000992,NOISE_INJECTED
SR-000000000993,NOISE_INJECTED
SR-000000000994,NOISE_INJECTED
SR-000000000995,NOISE_INJECTED
SR-000000000996,NOISE_INJECTED
SR-000000000997,DRIFTED
SR-000000000998,NOISE_INJECTED
SR-000000000999,DRIFTED
SR-000000001000,TRANSIENT_OUTLIER
SR-000000001001,NOISE_INJECTED
SR-000000001002,NOISE_INJECTED
SR-000000001003,NOISE_INJECTED
SR-000000001004,NOISE_INJECTED
SR-000000001005,NOISE_INJECTED
SR-000000001006,NOISE_INJECTED
SR-000000001007,NOISE_INJECTED
SR-000000001008,NOISE_INJECTED
SR-000000001009,NOISE_INJECTED
SR-000000001010,NOISE_INJECTED
SR-000000001011,NOISE_INJECTED
SR-000000001012,NOISE_INJECTED
SR-000000001013,DRIFTED
SR-000000001014,NOISE_INJECTED
SR-000000001015,DRIFTED
SR-000000001016,NOISE_INJECTED
SR-000000001017,NOISE_INJECTED
SR-000000001018,NOISE_INJECTED
SR-000000001019,NOISE_INJECTED
SR-000000001020,NOISE_INJECTED
SR-000000001021,NOISE_INJECTED
SR-000000001022,NOISE_INJECTED
SR-000000001023,NOISE_INJECTED
SR-000000001024,NOISE_INJECTED
SR-000000001025,NOISE_INJECTED
SR-000000001026,NOISE_INJECTED
SR-000000001027,NOISE_INJECTED
SR-000000001028,NOISE_INJECTED
SR-000000001029,DRIFTED
SR-000000001030,NOISE_INJECTED
SR-000000001031,DRIFTED
SR-000000001032,NOISE_INJECTED
SR-000000001033,NOISE_INJECTED
SR-000000001034,NOISE_INJECTED
SR-000000001035,NOISE_INJECTED
SR-000000001036,NOISE_INJECTED
SR-000000001037,NOISE_INJECTED
SR-000000001038,NOISE_INJECTED
SR-000000001039,NOISE_INJECTED
SR-000000001040,NOISE_INJECTED
SR-000000001041,NOISE_INJECTED
SR-000000001042,NOISE_INJECTED
SR-000000001043,NOISE_INJECTED
SR-000000001044,NOISE_INJECTED
SR-000000001045,DRIFTED
SR-000000001046,NOISE_INJECTED
SR-000000001047,DRIFTED
SR-000000001048,NOISE_INJECTED
SR-000000001049,NOISE_INJECTED
SR-000000001050,NOISE_INJECTED
SR-000000001051,NOISE_INJECTED
SR-000000001052,NOISE_INJECTED
SR-000000001053,NOISE_INJECTED
SR-000000001054,NOISE_INJECTED
SR-000000001055,NOISE_INJECTED
SR-000000001056,NOISE_INJECTED
SR-000000001057,NOISE_INJECTED
SR-000000001058,NOISE_INJECTED
SR-000000001059,NOISE_INJECTED
SR-000000001060,NOISE_INJECTED
SR-000000001061,DRIFTED
SR-000000001062,NOISE_INJECTED
SR-000000001063,DRIFTED
SR-000000001064,NOISE_INJECTED
SR-000000001065,NOISE_INJECTED
SR-000000001066,NOISE_INJECTED
SR-000000001067,NOISE_INJECTED
SR-000000001068,NOISE_INJECTED
SR-000000001069,NOISE_INJECTED
SR-000000001070,NOISE_INJECTED
SR-000000001071,NOISE_INJECTED
SR-000000001072,NOISE_INJECTED
SR-000000001073,NOISE_INJECTED
SR-000000001074,NOISE_INJECTED
SR-000000001075,NOISE_INJECTED
SR-000000001076,NOISE_INJECTED
SR-000000001077,SUSTAINED_ANOMALY
SR-000000001078,NOISE_INJECTED
SR-000000001079,DRIFTED
SR-000000001080,NOISE_INJECTED
SR-000000001081,MISSING
SR-000000001082,NOISE_INJECTED
SR-000000001083,NOISE_INJECTED
SR-000000001084,NOISE_INJECTED
SR-000000001085,NOISE_INJECTED
SR-000000001086,NOISE_INJECTED
SR-000000001087,NOISE_INJECTED
SR-000000001088,NOISE_INJECTED
SR-000000001089,NOISE_INJECTED
SR-000000001090,NOISE_INJECTED
SR-000000001091,NOISE_INJECTED
SR-000000001092,NOISE_INJECTED
SR-000000001093,DRIFTED
SR-000000001094,NOISE_INJECTED
SR-000000001095,DRIFTED
SR-000000001096,NOISE_INJECTED
SR-000000001097,NOISE_INJECTED
SR-000000001098,NOISE_INJECTED
SR-000000001099,NOISE_INJECTED
SR-000000001100,NOISE_INJECTED
SR-000000001101,NOISE_INJECTED
SR-000000001102,NOISE_INJECTED
SR-000000001103,NOISE_INJECTED
SR-000000001104,NOISE_INJECTED
SR-000000001105,NOISE_INJECTED
SR-000000001106,NOISE_INJECTED
SR-000000001107,NOISE_INJECTED
SR-000000001108,NOISE_INJECTED
SR-000000001109,NOISE_INJECTED
SR-000000001110,DRIFTED
SR-000000001111,NOISE_INJECTED
SR-000000001112,DRIFTED
SR-000000001113,NOISE_INJECTED
SR-000000001114,NOISE_INJECTED
SR-000000001115,NOISE_INJECTED
SR-000000001116,NOISE_INJECTED
SR-000000001117,NOISE_INJECTED
SR-000000001118,MISSING
SR-000000001119,NOISE_INJECTED
SR-000000001120,NOISE_INJECTED
SR-000000001121,NOISE_INJECTED
SR-000000001122,NOISE_INJECTED
SR-000000001123,NOISE_INJECTED
SR-000000001124,NOISE_INJECTED
SR-000000001125,NOISE_INJECTED
SR-000000001126,DRIFTED
SR-000000001127,NOISE_INJECTED
SR-000000001128,DRIFTED
SR-000000001129,NOISE_INJECTED
SR-000000001130,NOISE_INJECTED
SR-000000001131,NOISE_INJECTED
SR-000000001132,NOISE_INJECTED
SR-000000001133,MISSING
SR-000000001134,NOISE_INJECTED
SR-000000001135,NOISE_INJECTED
SR-000000001136,NOISE_INJECTED
SR-000000001137,NOISE_INJECTED
SR-000000001138,NOISE_INJECTED
SR-000000001139,NOISE_INJECTED
SR-000000001140,NOISE_INJECTED
SR-000000001141,NOISE_INJECTED
SR-000000001142,DRIFTED
SR-000000001143,NOISE_INJECTED
SR-000000001144,DRIFTED
SR-000000001145,NOISE_INJECTED
SR-000000001146,NOISE_INJECTED
SR-000000001147,NOISE_INJECTED
SR-000000001148,NOISE_INJECTED
SR-000000001149,NOISE_INJECTED
SR-000000001150,NOISE_INJECTED
SR-000000001151,NOISE_INJECTED
SR-000000001152,NOISE_INJECTED
SR-000000001153,NOISE_INJECTED
SR-000000001154,NOISE_INJECTED
SR-000000001155,NOISE_INJECTED
SR-000000001156,NOISE_INJECTED
SR-000000001157,NOISE_INJECTED
SR-000000001158,DRIFTED
SR-000000001159,NOISE_INJECTED
SR-000000001160,DRIFTED
SR-000000001161,NOISE_INJECTED
SR-000000001162,NOISE_INJECTED
SR-000000001163,NOISE_INJECTED
SR-000000001164,NOISE_INJECTED
SR-000000001165,NOISE_INJECTED
SR-000000001166,NOISE_INJECTED
SR-000000001167,NOISE_INJECTED
SR-000000001168,NOISE_INJECTED
SR-000000001169,NOISE_INJECTED
SR-000000001170,NOISE_INJECTED
SR-000000001171,NOISE_INJECTED
SR-000000001172,NOISE_INJECTED
SR-000000001173,NOISE_INJECTED
SR-000000001174,DRIFTED
SR-000000001175,NOISE_INJECTED
SR-000000001176,DRIFTED
SR-000000001177,NOISE_INJECTED
SR-000000001178,NOISE_INJECTED
SR-000000001179,NOISE_INJECTED
SR-000000001180,NOISE_INJECTED
SR-000000001181,NOISE_INJECTED
SR-000000001182,NOISE_INJECTED
SR-000000001183,NOISE_INJECTED
SR-000000001184,NOISE_INJECTED
SR-000000001185,NOISE_INJECTED
SR-000000001186,NOISE_INJECTED
SR-000000001187,NOISE_INJECTED
SR-000000001188,NOISE_INJECTED
SR-000000001189,NOISE_INJECTED
SR-000000001190,DRIFTED
SR-000000001191,NOISE_INJECTED
SR-000000001192,DRIFTED
SR-000000001193,NOISE_INJECTED
SR-000000001194,NOISE_INJECTED
SR-000000001195,NOISE_INJECTED
SR-000000001196,NOISE_INJECTED
SR-000000001197,NOISE_INJECTED
SR-000000001198,NOISE_INJECTED
SR-000000001199,NOISE_INJECTED
SR-000000001200,NOISE_INJECTED
SR-000000001201,NOISE_INJECTED
SR-000000001202,NOISE_INJECTED
SR-000000001203,NOISE_INJECTED
SR-000000001204,MISSING
SR-000000001205,NOISE_INJECTED
SR-000000001206,DRIFTED
SR-000000001207,NOISE_INJECTED
SR-000000001208,DRIFTED
SR-000000001209,NOISE_INJECTED
SR-000000001210,NOISE_INJECTED
SR-000000001211,NOISE_INJECTED
SR-000000001212,NOISE_INJECTED
SR-000000001213,NOISE_INJECTED
SR-000000001214,NOISE_INJECTED
SR-000000001215,NOISE_INJECTED
SR-000000001216,NOISE_INJECTED
SR-000000001217,NOISE_INJECTED
SR-000000001218,NOISE_INJECTED
SR-000000001219,NOISE_INJECTED
SR-000000001220,NOISE_INJECTED
SR-000000001221,NOISE_INJECTED
SR-000000001222,DRIFTED
SR-000000001223,NOISE_INJECTED
SR-000000001224,DRIFTED
SR-000000001225,NOISE_INJECTED
SR-000000001226,NOISE_INJECTED
SR-000000001227,NOISE_INJECTED
SR-000000001228,NOISE_INJECTED
SR-000000001229,NOISE_INJECTED
SR-000000001230,NOISE_INJECTED
SR-000000001231,NOISE_INJECTED
SR-000000001232,NOISE_INJECTED
SR-000000001233,NOISE_INJECTED
SR-000000001234,NOISE_INJECTED
SR-000000001235,NOISE_INJECTED
SR-000000001236,MISSING
SR-000000001237,NOISE_INJECTED
SR-000000001238,DRIFTED
SR-000000001239,NOISE_INJECTED
SR-000000001240,DRIFTED
SR-000000001241,NOISE_INJECTED
SR-000000001242,NOISE_INJECTED
SR-000000001243,NOISE_INJECTED
SR-000000001244,TRANSIENT_OUTLIER
SR-000000001245,NOISE_INJECTED
SR-000000001246,TRANSIENT_OUTLIER
SR-000000001247,NOISE_INJECTED
SR-000000001248,NOISE_INJECTED
SR-000000001249,NOISE_INJECTED
SR-000000001250,NOISE_INJECTED
SR-000000001251,NOISE_INJECTED
SR-000000001252,NOISE_INJECTED
SR-000000001253,NOISE_INJECTED
SR-000000001254,DRIFTED
SR-000000001255,NOISE_INJECTED
SR-000000001256,DRIFTED
SR-000000001257,NOISE_INJECTED
SR-000000001258,NOISE_INJECTED
SR-000000001259,NOISE_INJECTED
SR-000000001260,NOISE_INJECTED
SR-000000001261,NOISE_INJECTED
SR-000000001262,NOISE_INJECTED
SR-000000001263,NOISE_INJECTED
SR-000000001264,MISSING
SR-000000001265,NOISE_INJECTED
SR-000000001266,NOISE_INJECTED
SR-000000001267,NOISE_INJECTED
SR-000000001268,NOISE_INJECTED
SR-000000001269,NOISE_INJECTED
SR-000000001270,DRIFTED
SR-000000001271,NOISE_INJECTED
SR-000000001272,DRIFTED
SR-000000001273,NOISE_INJECTED
SR-000000001274,NOISE_INJECTED
SR-000000001275,NOISE_INJECTED
SR-000000001276,NOISE_INJECTED
SR-000000001277,NOISE_INJECTED
SR-000000001278,NOISE_INJECTED
SR-000000001279,NOISE_INJECTED
SR-000000001280,NOISE_INJECTED
SR-000000001281,NOISE_INJECTED
SR-000000001282,NOISE_INJECTED
SR-000000001283,NOISE_INJECTED
SR-000000001284,NOISE_INJECTED
SR-000000001285,NOISE_INJECTED
SR-000000001286,DRIFTED
SR-000000001287,NOISE_INJECTED
SR-000000001288,DRIFTED
SR-000000001289,NOISE_INJECTED
SR-000000001290,NOISE_INJECTED
SR-000000001291,NOISE_INJECTED
SR-000000001292,NOISE_INJECTED
SR-000000001293,NOISE_INJECTED
SR-000000001294,MISSING
SR-000000001295,NOISE_INJECTED
SR-000000001296,NOISE_INJECTED
SR-000000001297,NOISE_INJECTED
SR-000000001298,NOISE_INJECTED
SR-000000001299,NOISE_INJECTED
SR-000000001300,NOISE_INJECTED
SR-000000001301,NOISE_INJECTED
SR-000000001302,DRIFTED
SR-000000001303,NOISE_INJECTED
SR-000000001304,DRIFTED
SR-000000001305,NOISE_INJECTED
SR-000000001306,NOISE_INJECTED
SR-000000001307,NOISE_INJECTED
SR-000000001308,NOISE_INJECTED
SR-000000001309,NOISE_INJECTED
SR-000000001310,NOISE_INJECTED
SR-000000001311,NOISE_INJECTED
SR-000000001312,NOISE_INJECTED
SR-000000001313,NOISE_INJECTED
SR-000000001314,NOISE_INJECTED
SR-000000001315,NOISE_INJECTED
SR-000000001316,NOISE_INJECTED
SR-000000001317,NOISE_INJECTED
SR-000000001318,DRIFTED
SR-000000001319,NOISE_INJECTED
SR-000000001320,DRIFTED
SR-000000001321,NOISE_INJECTED
SR-000000001322,NOISE_INJECTED
SR-000000001323,NOISE_INJECTED
SR-000000001324,NOISE_INJECTED
SR-000000001325,NOISE_INJECTED
SR-000000001326,NOISE_INJECTED
SR-000000001327,NOISE_INJECTED
SR-000000001328,NOISE_INJECTED
SR-000000001329,NOISE_INJECTED
SR-000000001330,NOISE_INJECTED
SR-000000001331,NOISE_INJECTED
SR-000000001332,NOISE_INJECTED
SR-000000001333,NOISE_INJECTED
SR-000000001334,NOISE_INJECTED
SR-000000001335,DRIFTED
SR-000000001336,NOISE_INJECTED
SR-000000001337,DRIFTED
SR-000000001338,NOISE_INJECTED
SR-000000001339,NOISE_INJECTED
SR-000000001340,NOISE_INJECTED
SR-000000001341,MISSING
SR-000000001342,NOISE_INJECTED
SR-000000001343,NOISE_INJECTED
SR-000000001344,NOISE_INJECTED
SR-000000001345,NOISE_INJECTED
SR-000000001346,NOISE_INJECTED
SR-000000001347,NOISE_INJECTED
SR-000000001348,NOISE_INJECTED
SR-000000001349,NOISE_INJECTED
SR-000000001350,NOISE_INJECTED
SR-000000001351,DRIFTED
SR-000000001352,NOISE_INJECTED
SR-000000001353,DRIFTED
SR-000000001354,NOISE_INJECTED
SR-000000001355,NOISE_INJECTED
SR-000000001356,NOISE_INJECTED
SR-000000001357,NOISE_INJECTED
SR-000000001358,NOISE_INJECTED
SR-000000001359,NOISE_INJECTED
SR-000000001360,NOISE_INJECTED
SR-000000001361,NOISE_INJECTED
SR-000000001362,NOISE_INJECTED
SR-000000001363,NOISE_INJECTED
SR-000000001364,NOISE_INJECTED
SR-000000001365,NOISE_INJECTED
SR-000000001366,NOISE_INJECTED
SR-000000001367,DRIFTED
SR-000000001368,NOISE_INJECTED
SR-000000001369,DRIFTED
SR-000000001370,NOISE_INJECTED
SR-000000001371,NOISE_INJECTED
SR-000000001372,NOISE_INJECTED
SR-000000001373,NOISE_INJECTED
SR-000000001374,NOISE_INJECTED
SR-000000001375,NOISE_INJECTED
SR-000000001376,NOISE_INJECTED
SR-000000001377,NOISE_INJECTED
SR-000000001378,NOISE_INJECTED
SR-000000001379,NOISE_INJECTED
SR-000000001380,NOISE_INJECTED
SR-000000001381,NOISE_INJECTED
SR-000000001382,NOISE_INJECTED
SR-000000001383,DRIFTED
SR-000000001384,NOISE_INJECTED
SR-000000001385,DRIFTED
SR-000000001386,NOISE_INJECTED
SR-000000001387,NOISE_INJECTED
SR-000000001388,NOISE_INJECTED
SR-000000001389,NOISE_INJECTED
SR-000000001390,NOISE_INJECTED
SR-000000001391,NOISE_INJECTED
SR-000000001392,NOISE_INJECTED
SR-000000001393,NOISE_INJECTED
SR-000000001394,NOISE_INJECTED
SR-000000001395,NOISE_INJECTED
SR-000000001396,NOISE_INJECTED
SR-000000001397,NOISE_INJECTED
SR-000000001398,NOISE_INJECTED
SR-000000001399,DRIFTED
SR-000000001400,NOISE_INJECTED
SR-000000001401,DRIFTED
SR-000000001402,NOISE_INJECTED
SR-000000001403,NOISE_INJECTED
SR-000000001404,NOISE_INJECTED
SR-000000001405,NOISE_INJECTED
SR-000000001406,NOISE_INJECTED
SR-000000001407,NOISE_INJECTED
SR-000000001408,NOISE_INJECTED
SR-000000001409,NOISE_INJECTED
SR-000000001410,NOISE_INJECTED
SR-000000001411,NOISE_INJECTED
SR-000000001412,NOISE_INJECTED
SR-000000001413,NOISE_INJECTED
SR-000000001414,NOISE_INJECTED
SR-000000001415,DRIFTED
SR-000000001416,NOISE_INJECTED
SR-000000001417,DRIFTED
SR-000000001418,NOISE_INJECTED
SR-000000001419,NOISE_INJECTED
SR-000000001420,NOISE_INJECTED
SR-000000001421,NOISE_INJECTED
SR-000000001422,NOISE_INJECTED
SR-000000001423,NOISE_INJECTED
SR-000000001424,NOISE_INJECTED
SR-000000001425,NOISE_INJECTED
SR-000000001426,NOISE_INJECTED
SR-000000001427,NOISE_INJECTED
SR-000000001428,NOISE_INJECTED
SR-000000001429,NOISE_INJECTED
SR-000000001430,NOISE_INJECTED
SR-000000001431,DRIFTED
SR-000000001432,NOISE_INJECTED
SR-000000001433,DRIFTED
SR-000000001434,NOISE_INJECTED
SR-000000001435,NOISE_INJECTED
SR-000000001436,NOISE_INJECTED
SR-000000001437,NOISE_INJECTED
SR-000000001438,NOISE_INJECTED
SR-000000001439,NOISE_INJECTED
SR-000000001440,NOISE_INJECTED
SR-000000001441,NOISE_INJECTED
SR-000000001442,NOISE_INJECTED
SR-000000001443,NOISE_INJECTED
SR-000000001444,NOISE_INJECTED
SR-000000001445,NOISE_INJECTED
SR-000000001446,NOISE_INJECTED
SR-000000001447,DRIFTED
SR-000000001448,NOISE_INJECTED
SR-000000001449,DRIFTED
SR-000000001450,NOISE_INJECTED
SR-000000001451,NOISE_INJECTED
SR-000000001452,NOISE_INJECTED
SR-000000001453,NOISE_INJECTED
SR-000000001454,NOISE_INJECTED
SR-000000001455,NOISE_INJECTED
SR-000000001456,NOISE_INJECTED
SR-000000001457,NOISE_INJECTED
SR-000000001458,NOISE_INJECTED
SR-000000001459,NOISE_INJECTED
SR-000000001460,TRANSIENT_OUTLIER
SR-000000001461,NOISE_INJECTED
SR-000000001462,NOISE_INJECTED
SR-000000001463,DRIFTED
SR-000000001464,NOISE_INJECTED
SR-000000001465,DRIFTED
SR-000000001466,NOISE_INJECTED
SR-000000001467,NOISE_INJECTED
SR-000000001468,NOISE_INJECTED
SR-000000001469,NOISE_INJECTED
SR-000000001470,NOISE_INJECTED
SR-000000001471,NOISE_INJECTED
SR-000000001472,NOISE_INJECTED
SR-000000001473,NOISE_INJECTED
SR-000000001474,NOISE_INJECTED
SR-000000001475,NOISE_INJECTED
SR-000000001476,NOISE_INJECTED
SR-000000001477,NOISE_INJECTED
SR-000000001478,NOISE_INJECTED
SR-000000001479,DRIFTED
SR-000000001480,NOISE_INJECTED
SR-000000001481,DRIFTED
SR-000000001482,NOISE_INJECTED
SR-000000001483,NOISE_INJECTED
SR-000000001484,NOISE_INJECTED
SR-000000001485,NOISE_INJECTED
SR-000000001486,NOISE_INJECTED
SR-000000001487,MISSING
SR-000000001488,NOISE_INJECTED
SR-000000001489,NOISE_INJECTED
SR-000000001490,NOISE_INJECTED
SR-000000001491,NOISE_INJECTED
SR-000000001492,NOISE_INJECTED
SR-000000001493,NOISE_INJECTED
SR-000000001494,NOISE_INJECTED
